COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,11/4/1944,UNIDENTIFIED TARGET,
USA,ALEUTIAN ISLANDS,KISKA ISLAND,52,177.5,7/22/1943,UNIDENTIFIED TARGET,
USA,TUNISIA,TUNIS,37,8.95,1/1/1943,,710
USA,CAROLINE ISLANDS,PONAPE ISLAND,7,158.4166667,5/8/1944,UNIDENTIFIED TARGET,
USA,CHINA,SIANSIANG,27.66666667,112.6666667,6/27/1944,UNIDENTIFIED TARGET,
USA,BORNEO,SANDAKAN,5.833333333,118.0833333,4/1/1945,SHIPBUILDING YARDS,
USA,PHILIPPINE ISLANDS,COTABATO,7.166666667,124.25,4/17/1945,BUILDINGS,
USA,PHILIPPINE ISLANDS,MARIKINA RIVER,14.66666667,121.0833333,4/1/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,KOSHUN,22,120.7333333,5/27/1945,TOWN,
USA,FORMOSA AND RYUKYU ISLANDS,25 01 N 121 1,25.01666667,121.25,4/10/1945,TOWN,
USA,NEW GUINEA,MEGA VILLAGE,-0.666666667,132,12/21/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,MATABOOR,-1.516666667,137.9666667,7/12/1944,VILLAGE,
USA,PALAU ISLANDS,KOROR ISLAND,7.333333333,134.5,8/29/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,SHAGGY RIDGE,-5.954167,146.375,1/18/1944,SUPPLIES,
USA,BURMA,BAWGYO,23.58333333,97.25,1/10/1945,RR BRIDGES,
USA,PHILIPPINE ISLANDS,MT PACAWAGAN,14.7269,121.1714,4/8/1945,AREA,
USA,ITALY,AVEZZANO,42.03,13.43,12/9/1943,,20
USA,BORNEO,BANJERMASIN,-3.333333333,114.5833333,7/6/1945,WHAREHOUSE AREA,
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,6/20/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,SHEINI,24.16666667,120.5,4/23/1945,RAIL ROAD YARDS,
USA,CELEBES ISLANDS,BOELA,-3.166666667,130.4666667,1/15/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,5/9/1945,UNIDENTIFIED TARGET,
GREAT BRITAIN,SICILY,MESSINA,38.19,15.57,1/9/1941,,
USA,BISMARK ARCHIPELAGO,LAE,-6.75,147,12/25/1943,SUB IN HARBOR,
USA,SUMATRA,PANGKALENBRANDE,4.033333333,98.26666667,11/5/1944,MISCELLANEOUS TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,MATSUYAMA,25.05,121.5666667,7/18/1945,AIRDROME,
USA,FORMOSA AND RYUKYU ISLANDS,TAIHOKU,25.03333333,121.5,7/5/1945,AIRPLANE BUILDINGS,
USA,CELEBES ISLANDS,KAOE,1.183333333,127.9166667,12/10/1944,AIRDROME,
USA,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,4/30/1944,UNIDENTIFIED TARGET,
USA,CHINA,TUHSHAN,30.4,109.4,7/4/1945,UNIDENTIFIED TARGET,
USA,CHINA,WENCHOW,23.5,119.5,6/20/1945,UNIDENTIFIED TARGET,
USA,JAPAN,TOKYO,35.66666667,139.7,12/22/1944,OGURA OIL CO,
USA,CELEBES ISLANDS,MAPANGET,1.533333333,124.9333333,11/6/1944,AIRDROME,
USA,BURMA,BASSEIN,16.78333333,94.73333333,3/21/1945,RAILROAD YARDS,
USA,BURMA,WANLING,21.01666667,98.06666667,2/12/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SALOMAGUE,17.75,120.4166667,2/28/1945,VILLAGE,
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,2/7/1945,ENEMY INSTALLATION,
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,12/7/1944,AIRDROME,
USA,BURMA,MOMAUK,24.25,97.33333333,8/26/1944,TANK POOL,
USA,ITALY,CANICATTI,37.35,13.83,7/10/1943,,630
USA,BURMA,MEIKTILA,20.91666667,95.83333333,2/27/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,TAINAN,23,120.2,5/24/1945,GROUND INSTALLATION,
USA,PHILIPPINE ISLANDS,9 10 N 123 2,9.166666667,123.3333333,10/25/1944,NAVAL SHIPPINGS,
USA,JAVA,BANOA,-8.6,115.3,7/29/1944,UNIDENTIFIED TARGET,
USA,JAVA,MANAFUTO,-8.516666667,126.0166667,12/9/1944,VILLAGE,
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,11/21/1944,AIRDROME,
USA,BURMA,MYITKYINA,25.38333333,97.4,5/21/1944,RAILROAD,
USA,ITALY,41 40 N 012 40 E,41.67,12.67,1/6/1944,,800
USA,CORAL SEA AREA,ARAWE,-6.166666667,149.0666667,1/16/1944,UNIDENTIFIED TARGET,
USA,BURMA,MERGUI,12.43333333,98.6,1/23/1944,UNIDENTIFIED TARGET,
NEW ZEALAND,BISMARK ARCHIPELAGO,TALILI BAY,-4.183333333,152.1166667,4/1/1944,,
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,6/12/1945,WOODED AREA,
USA,FORMOSA AND RYUKYU ISLANDS,KOSHUN,22,120.7333333,4/30/1945,SUGAR PLANT,
USA,BURMA,SUMPRABUM,26.58333333,97.58333333,3/19/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,CABALLO,14.33333333,120.5833333,3/13/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,17 35 N 121 4,17.58333333,121.7,6/21/1945,TROOPS,
GREAT BRITAIN,GREECE,PADUA NE M/Y,45.38,11.9,2/22/1945,,
USA,ITALY,LAMEZIA,38.92,16.25,8/17/1943,,10
USA,ITALY,ROME,41.9,12.47,1/10/1944,,650
USA,PHILIPPINE ISLANDS,TERESA,14.58333333,121.1666667,3/5/1945,MILITARY INSTALLATIO,
USA,BURMA,NAMLIN,21.0833333,97.5666667,2/24/1945,SUPPLY,
USA,NEW GUINEA,MUSHU ISLAND,-3.416666667,143.5833333,6/10/1944,UNIDENTIFIED TARGET,
USA,EGYPT,LG 20 / FRONT LINES 864-294,30.83,28.72,10/28/1942,,810
USA,ITALY,AULETTA,40.57,15.43,9/14/1943,,10
USA,BISMARK ARCHIPELAGO,KAVIENG AREA,-2.579032,150.807331,4/27/1942,SHIPPING,
USA,BORNEO,SANDAKAN,5.833333333,118.0833333,6/2/1945,BUILDINGS,
USA,NEW GUINEA,FINSCHHAFEN,-6.5,147.8333333,4/5/1943,AIRDROME,
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,9/18/1943,AIRDROME,
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,2/25/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,SAN JOSE,14.83333333,121,1/12/1945,DEL MO TOWN,
USA,KURILE ISLANDS,KURILE ISLANDS,47,150,4/12/1944,UNIDENTIFIED TARGET,
USA,JAPAN,KANOYA,31.36666667,130.8333333,4/26/1945,KANOYA AIRFIELD,
GREAT BRITAIN,BULGARIA,PLOVDIV,42.15,24.75,3/18/1944,,
GREAT BRITAIN,ALBANIA,VALONA,40.47,19.49,12/7/1940,,
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,6/12/1944,GROUND INSTALLATION,
USA,PHILIPPINE ISLANDS,16 53 N 120 4,16.88333333,120.7833333,5/8/1945,ENEMY POSITIONS,
USA,MARSHALL ISLANDS,MILLE ATOLL,6.166666667,171.9166667,1/20/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,DABGANOB,18.25,121.75,6/11/1945,ENEMY POSITIONS,
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,4/9/1944,ANTI AIRCRAFT PITS,
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,4/18/1943,AIRFIELD,
USA,BISMARK ARCHIPELAGO,ST GEORGES CHANNEL,-5.283333333,152.55,2/6/1944,UNIDENTIFIED TARGET,
USA,BURMA,MYITKYINA,25.38333333,97.4,5/19/1944,TROOPS,
USA,SOLOMON ISLANDS,MAMAGATA,-6.783333333,155.4333333,3/4/1944,UNIDENTIFIED TARGET,
USA,BURMA,KAZU,25.13333333,97.55,5/19/1944,WOODED AREA,
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,4/7/1945,VARIOUS TARGETS,
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,10/5/1943,UNIDENTIFIED TARGET,
USA,BURMA,OKKYIN,16.85,96.11666667,7/7/1944,ENEMY SUPPLY,
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,1/7/1945,OIL STORAGE,
USA,BORNEO,MUKAH,2.883333333,112.1,5/30/1945,WAREHOUSE,
USA,CHINA,YOYANG,28.353859,112.355098,11/25/1942,,
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,6/29/1945,TOWN,
GREAT BRITAIN,GREECE,DUKAJ (NEAR TEPELENE),41.15,20.17,2/10/1941,,
USA,CHINA,LONING,34.36666667,111.6333333,4/9/1945,TOWN,
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,12/12/1944,AIRDROME,
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,10/1/1944,AIRDROME,
USA,CAROLINE ISLANDS,SOROL ISLAND,8.133333333,140.4,6/26/1944,RADIO STATION,
USA,BURMA,HSENWI,23.3,97.96666667,2/13/1945,UNIDENTIFIED TARGET,
USA,SOLOMON ISLANDS,VILA,-8.133333333,157.15,9/28/1943,BIVOUAC AREA,
USA,NEW GUINEA,MADANG,-5.25,145.8333333,1/9/1944,AREA,
USA,BURMA,BOTATAUNG,16.76666667,96.16666667,11/28/1943,UNIDENTIFIED TARGET,
USA,INDIA,BERA AIRDROME,3.383333333,102.5333333,7/2/1944,AA GUN POSITIONS,
USA,BURMA,PANG LONG,23.18333333,98.75,1/22/1945,UNIDENTIFIED TARGET,
USA,BURMA,MINGALADON,16.9,96.13333333,3/10/1943,AIRFIELD,
USA,BURMA,MYITKYINA,25.38333333,97.4,7/3/1944,WAREHOUSES,
USA,ITALY,ROME,41.9,12.47,3/6/1944,,637
GREAT BRITAIN,BURMA,YANDOON R/CRAFT,16.7833,96.15,3/16/1942,SHIPPING,
USA,BURMA,RANGOON,16.8,96.15,11/28/1943,INSEIN LOCOMOTIVE WK,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,9/27/1944,AIRFIELD,
USA,PALAU ISLANDS,PELEW ISLAND,7.5,134.75,6/11/1944,UNIDENTIFIED TARGET,
USA,SOLOMON ISLANDS,KIETA,-6.283333333,155.75,4/29/1943,AIRDROME,
USA,CHINA,KIHSIEN,34.41666667,115,1/27/1945,RAILROAD YARDS,
GREAT BRITAIN,CRETE,LIT RUNWAY HERAKLION,35.48,29.15,10/11/1942,,
AUSTRALIA,TIMOR,2.5 M SE DILLI (TIMOR),-8.55,125.66667,7/9/1942,HUTS,
USA,PHILIPPINE ISLANDS,SOYUNG,16.7,121.6666667,6/1/1945,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,5/4/1943,AIRFIELD,
USA,NEW GUINEA,SUAIN,-3.333333333,143,6/25/1944,PLANTATION,
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,5/22/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,4/14/1943,SHIPPING,
USA,FRENCH INDO CHINA,HAIPHONG,20.86666667,106.6833333,7/26/1945,BARGES,
USA,CELEBES ISLANDS,CAPE NOESANIVE,-3.8,128.0666667,12/14/1944,RADAR INSTALLATIONS,
USA,BURMA,MONYWA,22.11666667,95.13333333,5/14/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,KAYAN,16.95,120.8,5/26/1945,ENEMY POSITIONS,
USA,CHINA,ISHAN,24.55,108.6333333,12/21/1944,UNIDENTIFIED TARGET,
USA,JAPAN,NAGOYA,35.18333333,136.95,2/14/1945,MITSUBISHI AC ENG FT,
USA,PHILIPPINE ISLANDS,BAGUIO,16.41666667,120.5833333,1/23/1945,HEADQUARTERS YAMASHI,
USA,CAROLINE ISLANDS,DUBLON ISLAND,7.383333333,151.8833333,6/8/1944,TACTICAL TARGET,
USA,BURMA,MYITHA RIVER,22.95,94.05,12/12/1943,RAILROAD BRIDGE,
USA,NEW GUINEA,MILNE BAY / MULLENS HARBOR,-10.75,151.5,8/26/1942,SUPPLY AREA,
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,7/12/1945,VARIOUS TARGETS,
USA,ITALY,TARQUINIA,42.25,11.75,1/17/1944,,10
GREAT BRITAIN,GREECE,NAPLES,40.84,14.28,1/27/1941,,
USA,NEW GUINEA,MOM,-3.583333333,143.75,4/24/1945,TROOP CONCENTRATION,
USA,KURILE ISLANDS,KURABU,50,155.3833333,10/19/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,SORONG,-0.833333333,131.1333333,6/22/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,NEGROS ISLAND,10,123,5/23/1945,GROUND SUPPORT,
USA,SOLOMON ISLANDS,NAURU ISLAND,-8.283333333,157.2166667,10/11/1944,ENEMY INSTALLATIONS,
NEW ZEALAND,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,5/4/1944,AIRFIELD,
USA,SOLOMON ISLANDS,TSUNDAWAN,-5.483333333,154.8,5/28/1944,SUPPLY AREA,
USA,PHILIPPINE ISLANDS,BAYOMBONG,16.5,121.1666667,3/25/1945,BRIDGE,
USA,BURMA,PAGODA,21.98333333,96.46666667,3/3/1944,AMMO PETROL DUMPS,
USA,PALAU ISLANDS,MAPIA ISLAND,0.866666667,134.4666667,8/28/1944,UNIDENTIFIED TARGET,
USA,JAPAN,ADOHARA [ADO-GAWA],35.316667,136.066667,7/16/1945,RR BRIDGE,
USA,CHINA,CANTON,23.18333333,113.2333333,4/3/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,LENATIN RIVER,14.65,121.3833333,4/30/1945,TROOPS,
USA,BORNEO,BINTULU,3.15,113.1166667,5/18/1945,AIRDROME,
USA,SOLOMON ISLANDS,MOILA PT,-6.866666667,155.7333333,4/13/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,KOROKU,-3.083333333,142,6/22/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SILAY,6.916666667,122.0833333,3/4/1945,ENEMY TROOP ACTIVITY,
USA,BURMA,MYITKYINA,25.38333333,97.4,7/18/1944,ENEMY POSITION,
USA,BURMA,PAHOK,23.8,96.9,3/20/1944,UNIDENTIFIED TARGET,
USA,BURMA,INDAW,24.21666667,96.15,8/16/1944,TROOPS,
USA,JAPAN,MINATO,35.21666667,139.8666667,2/26/1945,URBAN AREA,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,6/4/1944,LAKUNAI AIRDROME,
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,4/6/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,FINKSCHHAFEN,-6.5,147.8333333,9/25/1943,UNIDENTIFIED TARGET,
USA,BURMA,MOGAUNG,25.3,96.93333333,5/21/1944,SUPPLIES,
USA,PHILIPPINE ISLANDS,SURIGAO,9.75,125.5,12/20/1944,AIRDROME,
USA,SOLOMON ISLANDS,TONOLEI HARBOR,-6.75,155.8833333,3/1/1944,BRIDGES,
USA,ITALY,CIVITAVECCHIA,42.1,11.78,1/6/1944,,10
USA,CELEBES ISLANDS,SOELA ISLAND,1.75,125.1666667,11/20/1944,UNIDENTIFIED TARGET,
USA,BURMA,MYOTHIT,20.2,95.45,8/12/1944,TROOPS,
USA,JAPAN,KOCHI,33.56666667,133.5333333,4/25/1945,URBAN AREA,
USA,PHILIPPINE ISLANDS,BUGAOY,12.8,121.05,7/7/1945,WOODED RIDGE,
USA,FRENCH INDO CHINA,PHULANG THUONG,21.26666667,106.2666667,7/4/1944,BRIDGE,
USA,BURMA,SANBALE,20.41666667,93.33333333,5/4/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,2/7/1945,AIRDROME,
USA,NEW GUINEA,JACOBSENS,-6.716666667,146.9833333,1/4/1943,SUPPLY DUMP,
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,5/11/1944,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,11/11/1943,SHIPPING,
USA,FRENCH INDO CHINA,PAULANG THUONG,21.26666667,106.2666667,4/2/1945,BARRACKS,
USA,NEW GUINEA,GESER,-3.866666667,130.8666667,1/13/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,SANANANDA ROADS,-8.666666667,148.4166667,12/3/1942,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,3/27/1943,BARGE HIDEOUTS,
USA,PHILIPPINE ISLANDS,BACOLOD,10.66666667,122.9166667,1/31/1945,RAILWAY REPAIR YARDS,
USA,NEW GUINEA,SAGAN,-2.65,132.9166667,10/15/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,5/29/1945,OUTER HARBOR,
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,2/15/1943,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,2/15/1945,AIRDROME,
USA,NEW GUINEA,VICTORIA BAY,-9.216666667,131.4,9/27/1943,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,SHAJO,22.06666667,120.7,5/30/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,6/18/1944,JAP POSITIONS,
USA,BORNEO,BELAIT,4.583333333,114.1666667,6/1/1945,BARGES,
GREAT BRITAIN,BURMA,CHINDWIN R/CRAFT,23.213333,94.318333,5/30/1942,SHIPPING,
USA,NEW GUINEA,CAPE WINSOP,-2,132,8/4/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,FINKSCHHAFEN,-6.5,147.8333333,8/3/1943,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,7/5/1944,TOWN AREA,
USA,NEW GUINEA,JEFMAN,-0.933333333,131.1166667,6/16/1944,SHIPPING,
USA,MARSHALL ISLANDS,EMIDJ ISLAND,6,169.7333333,4/21/1944,GUN POSITIONS,
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/7/1945,TOWN,
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,2/19/1944,UNIDENTIFIED TARGET,
USA,BURMA,MEIKTILA,20.91666667,95.83333333,3/19/1945,TOWN,
USA,NEW GUINEA,FINKSCHHAFEN,-6.5,147.8333333,3/2/1943,UNIDENTIFIED TARGET,
USA,BURMA,TATKON,20.13333333,96.2,4/22/1944,UNIDENTIFIED TARGET,
USA,BURMA,MYOHAUNG JUNCTION,21.933333,96.0833333,12/14/1942,,
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,2/13/1945,GUN EMPLACEMENTS,
USA,BURMA,MONG YAI,22.416667,98.033333,2/4/1945,ENEMY TROOPS,
USA,NEW GUINEA,SARANG,-4.75,145.6666667,4/22/1944,HARBOR,
USA,FRENCH INDO CHINA,HAIPHONG,20.86666667,106.6833333,7/10/1943,SHIPPING,
USA,PHILIPPINE ISLANDS,PUERTA PRINCESA,9.75,118.75,2/27/1945,AIRSTRIP,
AUSTRALIA,TIMOR,MANATUTO,-8.511389,126.013056,11/13/1942,VILLAGE,
USA,PHILIPPINE ISLANDS,MT BINICAYAN,14.7244,121.1903,3/29/1945,AREA,
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,10/17/1944,MISCELLANEOUS TARGET,
USA,CELEBES ISLANDS,SIDATE,1.2,124.4333333,6/13/1945,AIRDROME,
USA,CELEBES ISLANDS,MAKASSAR,-5.133333,119.416884,11/14/1944,UNIDENTIFIED TARGET,
GREAT BRITAIN,GREECE,PORTI SAN ELPIDO,43.25,13.77,1/12/1944,,
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,4/17/1945,GUN POSTIONS,
USA,CHINA,BAKLI BAY,19.13333333,108.7166667,4/8/1945,AREA,
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,10/13/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,AMAHAI,-3.35,128.926743,12/23/1943,AIRDROME,
USA,ITALY,BELMONTE MEZZAGNO,38.07,13.35,2/7/1944,,10
USA,FRENCH INDO CHINA,LAHAI,13.383333,109.116667,5/8/1945,ROLLING STOCK,
USA,PHILIPPINE ISLANDS,BATAAN,13.66666667,121.4166667,4/7/1945,AMMUNITION DUMP,
USA,ITALY,TIVOLI,41.97,12.8,12/9/1943,,600
USA,MARSHALL ISLANDS,ENYBOR ISLAND,5.933333333,169.65,4/28/1944,AA POSITION,
USA,MARSHALL ISLANDS,REUTER ISLAND,8.7,171.2333333,3/5/1944,UNIDENTIFIED TARGET,
USA,BURMA,MYITKYINA,25.38333333,97.4,12/16/1943,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,3 03 S 126 3,3.05,126.5333333,4/9/1944,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,4/28/1944,UNIDENTIFIED TARGET,
USA,SOLOMON ISLANDS,BUADA LOGOON,-0.533333333,166.9166667,9/21/1944,UNIDENTIFIED TARGET,
USA,CHINA,SHANGHAI,31.23333333,121.5,5/13/1945,UNIDENTIFIED TARGET,
USA,MARSHALL ISLANDS,6 03 N 169 4,6.05,169.6833333,7/31/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,3/13/1944,ANTI AIR CRAFT POSIT,
USA,FORMOSA AND RYUKYU ISLANDS,HOSAN [HOZAN],22.633201,120.349966,5/14/1945,TOWN,
USA,BURMA,MOHNYIN,24.78333333,96.36666667,8/7/1944,UNIDENTIFIED TARGET,
USA,BURMA,KANBALU,23.2,95.51666667,11/30/1944,UNIDENTIFIED TARGET,
USA,BORNEO,SANGA SANGA,-0.6,117.2833333,2/28/1945,AIRDROME,
USA,FRENCH INDO CHINA,TOURANE,16.13333333,108.1833333,2/26/1944,SHIPVARDS,
USA,BURMA,LOILEM,20.91666667,97.56666667,2/15/1945,SUPPLY DUMP,
USA,PHILIPPINE ISLANDS,DONGON,12.75,120.8333333,2/3/1945,ARTILLERY POSITIONS,
USA,BISMARK ARCHIPELAGO,VITIAZ STRAIT - CAPE VOGEL,-6,148,9/6/1942,,
USA,PHILIPPINE ISLANDS,MACTAR ISLAND,10.33333333,124,12/17/1944,OPON AIRDROME,
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,12/18/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,3/23/1945,DOCK INSTALLATIONS,
GREAT BRITAIN,LIBYA,BENGHAZI,32.11,20.05,9/23/1941,,
USA,JAVA,BANOA,-8.6,115.3,11/10/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,KENDARI,-4.066666667,122.6666667,9/4/1944,AIRDROME,
USA,CHINA,LEIYANG,26.43333333,112.8333333,6/2/1944,UNIDENTIFIED TARGET,
GREAT BRITAIN,ALBANIA,BESIST,40.56,19.53,3/7/1941,,
USA,JAPAN MINING,FUSAN,35.1,129.0333333,7/15/1945,HARBOR AREA,
USA,BURMA,NAMANA,25.16666667,96.66666667,8/7/1944,STORES AREA,
USA,BURMA,KANBALU,23.2,95.51666667,8/13/1944,RAILROAD,
USA,FORMOSA AND RYUKYU ISLANDS,OKAYAMA,22.8,120.3,2/18/1945,AIRDROME,
USA,NEW GUINEA,WAREN,-2.25,136.3333333,8/14/1944,AIRDROME,
USA,CHINA,ANSIANG,24.96666667,116.5,12/11/1943,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,NEW BRITAIN,-6,151,2/28/1944,UNIDENTIFIED TARGET,
AUSTRALIA,NEW GUINEA,PENFOEI,-8.666666667,151.3333333,7/26/1942,AIRDROME,
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,6/12/1943,AIRDROME,
USA,BURMA,TANTABIN,22.91666667,95.58333333,9/25/1944,RAILROAD BRIDGE,
USA,CELEBES ISLANDS,TANAMON,1.05,124.3,11/7/1944,RUNWAY,
USA,PHILIPPINE ISLANDS,MARIKINA RIVER,14.66666667,121.0833333,7/29/1945,WATERSHED,
USA,BURMA,PAGODA,21.98333333,96.46666667,2/22/1945,TROOPS,
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,4/1/1945,AIRDROME,
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,9/29/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,MATINA,7.083333333,125.5833333,8/27/1944,TOWN,
USA,BURMA,MU RIVER,21.933333,95.633333,9/23/1944,BRIDGE,
USA,CELEBES ISLANDS,MOHOTAI,2.166666667,128.5,11/23/1943,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,10/1/1944,BUILDINGS,
USA,BURMA,DUMBANG NAUNG,25.56666667,96.76666667,4/9/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,MACASSAR,-5.083333333,119.5,10/5/1944,GROUND INSTALL,
GREAT BRITAIN,LIBYA,ACROMA,32.05,23.7,4/24/1941,,
USA,FRENCH INDO CHINA,NINH BINH,20.25,106,7/25/1945,RAILROAD YARDS,
USA,SOLOMON ISLANDS,RUISEI,-6.716666667,155.45,3/6/1944,UNIDENTIFIED TARGET,
USA,JAPAN,KOIZUMI,36.26666667,136.4333333,8/14/1945,TOWN,
USA,NEW GUINEA,LAE A/D,-6.74143,146.989626,11/1/1942,AIRFIELD,
USA,PHILIPPINE ISLANDS,FUSINA,18.25,121.7166667,5/24/1945,UNDERGROUND STORES,
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,3/6/1944,AIRDROME,
USA,JAPAN,SHIKOKU,33.66666667,133.5,1/19/1945,MISCELLANEOUS TARGET,
USA,CAROLINE ISLANDS,SATAWAN ISLAND,5.333333333,153.7333333,6/1/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,MT HAPONANG BAN,14.73333333,121.1833333,5/3/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,LUZON,15,121,7/26/1945,GROUND SUPPORT,
USA,JAPAN,WAKAYAMA,34.23333333,135.1666667,7/29/1945,SHIMOTSU REFINERY,
USA,CHINA,TAIHING,32.16666667,119.9833333,10/9/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,4/11/1945,BUILDINGS,
USA,PALAU ISLANDS,KOROR ISLAND,7.333333333,134.5,5/5/1945,AA POSITION,
USA,NEW GUINEA,SAURI,-3.583333333,143.5833333,6/3/1944,SUPPLIES,
