COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,NEW GUINEA,BUNA,-8.682686,148.423689,11/30/1942,,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,12/14/1944,MISCELLANEOUS TARGET,
USA,BORNEO,BORNEO,0.01,114.01,7/5/1945,SHIPPING,
USA,PHILIPPINE ISLANDS,FORT STOTSENBUR,15.16666667,120.5,2/5/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,CAPE NOEJEW,-0.283333333,131.2333333,2/2/1944,STORES,
USA,NEW GUINEA,BUNA,-8.666666667,148.4166667,12/3/1942,AREA,
USA,NEW GUINEA,MALAMEL ISLAND,-5.133333333,145.8166667,1/12/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,PIGGATAN,18,121.6666667,6/12/1945,TOWN,
USA,NEW GUINEA,MYOLA LAKE - BURA CREEK,-9.1,147.75,9/6/1942,ENEMY BIVOUAC,
USA,ITALY,NARNI,42.5,12.52,4/25/1944,,633
USA,NEW GUINEA,BUSAMA - MUBO,-6.95,147,9/3/1942,GROUND INSTALLATION,
USA,PHILIPPINE ISLANDS,AUAN,14.08333333,121.1666667,3/18/1945,RAILROAD INTERSECTIO,
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/30/1945,GUN POSITION,
USA,PHILIPPINE ISLANDS,ULUGAN BAY,10.08333333,118.75,5/7/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,FORT DRUM,14.33333333,120.6666667,4/2/1945,TACTICAL TARGET,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,3/13/1944,UNIDENTIFIED TARGET,
USA,CHINA,TENGCHUNG,25.01666667,98.48333333,5/29/1944,UNIDENTIFIED TARGET,
USA,JAPAN,MIYAKONOJO,31.73333333,131.0666667,5/2/1945,MIYAJONOJO AIFIELD,
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,4/19/1945,OFFICERS BARRACKS,
USA,PHILIPPINE ISLANDS,PUNTA,18.33333333,121.75,6/18/1945,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,3/18/1943,UNIDENTIFIED TARGET,
USA,BURMA,NAWNGCHIO,23.5,97.98333333,1/17/1945,PERSONNEL,
GREAT BRITAIN,ROMANIA,BUCHAREST INDUSTRIAL AREA,44.42,26.1,5/6/1944,,
USA,PHILIPPINE ISLANDS,CERVANTES,17,120.75,6/9/1945,TROOP CONCENTRATION,
USA,BURMA,NAN PON PON,23.46666667,96.65,12/16/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,VALENCIA,7.906389,125.094167,11/14/1944,MOTOR PARK EAST OF,
USA,JAPAN,TAIRA,37.06666667,140.9,7/21/1945,URBAN AREA,
USA,CHINA,YUANKIANG,23.5,102.3333333,6/5/1944,TROOP CONCENTRATION,
USA,ITALY,NAPLES,40.84,14.28,4/28/1943,,710
USA,ITALY,LICATA,37.1,13.92,7/8/1943,,630
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,5/12/1943,UNIDENTIFIED TARGET,
USA,JAPAN,OKAZAKI,34.16666667,134.6333333,1/22/1945,TOWN,
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,9/1/1943,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,9/5/1943,UNIDENTIFIED TARGET,
USA,CHINA,SAMAH,18.41666667,109.4666667,11/8/1944,AIRDROME,
USA,PHILIPPINE ISLANDS,LAKE TAAL,13.91666667,121,3/12/1945,AREA,
USA,PHILIPPINE ISLANDS,LAL LO,18.16666667,121.6666667,3/6/1945,SUPPLIES,
USA,CHINA,TENGCHUNG,25.01666667,98.48333333,8/12/1944,VILLAGE OFF EAST WAL,
AUSTRALIA,NEW GUINEA,DOBU PASSAGE /FERGUSON ISLAND,-9.75,150.9,10/27/1942,BARGES ON BEACH,
USA,BURMA,KYAUKSE,21.6,96.13333333,9/27/1943,JUNCTION,
USA,PHILIPPINE ISLANDS,MT MANDALAGAN,10.66666667,123.25,4/18/1945,UNIDENTIFIED TARGET,
USA,ITALY,AVELLINO,40.9,14.78,9/14/1943,,830
GREAT BRITAIN,CRETE,HERAKLION,35.34,25.14,2/16/1943,,
USA,BURMA,RANGOON,16.8,96.15,3/9/1945,C AND DUMP,
USA,PHILIPPINE ISLANDS,DAVAO,7.1255,125.6458,12/24/1941,AIRPORT,
USA,NEW GUINEA,KINARA,-2.25,132.75,8/1/1944,VILLAGE,
USA,CHINA,RER RIVER VALLEY,20.25,104.5,4/2/1945,IA,
USA,NEW GUINEA,BUT,-3.416666667,143.25,5/5/1944,STORES,
USA,BORNEO,TAIB,-3.266666667,116.1833333,5/29/1945,AREA,
USA,CHINA,LINLING,26.25,111.5333333,9/8/1944,AREA,
GREAT BRITAIN,BURMA,KALEWA,23.2,94.3,4/26/1944,,
USA,PHILIPPINE ISLANDS,OSBOY,14.83333333,121.0833333,4/15/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,MARCELINO,14.83333333,121.5833333,1/18/1945,AIRDROME,
USA,CHINA,PINGLO,24.31666667,110.4666667,6/8/1945,TACTICAL TARGET,
USA,FRENCH INDO CHINA,NAM DINH,20.38333333,106.2166667,4/1/1945,RAILROAD YARDS,
USA,BORNEO,LAOET ISLAND,-3.583333333,116.1666667,1/11/1945,UNIDENTIFIED TARGET,
USA,BURMA,NABA,24.26666667,96.25,11/7/1943,RAILROAD YARDS,
USA,JAPAN,TANAMI,33.46666667,135.7333333,6/21/1945,VILLAGE,
USA,BURMA,RANGDON,16.8,96.15,8/16/1943,UNIDENTIFIELD TARGET,
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,9/10/1944,AIRDROME,
USA,BURMA,NAHAING,24.18333333,95.88333333,4/14/1944,UNIDENTIFIED TARGET,
USA,BURMA,KADU,24.73333333,96.28333333,3/16/1944,TROOP INSTALLATIONS,
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,4/18/1944,SUPPLY AREA,
USA,TUNISIA,SFAX EL MAOU LG,34.72,10.69,3/31/1943,,780
USA,EGYPT,EL DABA FRONT LINES,31,28.65,10/22/1942,,780
USA,BURMA,INAILONG,22.98333333,97.65,2/4/1945,STEEL BRIDGE,
USA,JAPAN,OSAKA,34.68333333,135.5333333,7/23/1945,OSAKA ARMY ARSENAL,
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,1/26/1945,UNIDENTIFIED TARGET,
GREAT BRITAIN,ITALY,CITTADELLA,45.63,11.78,4/2/1944,,
USA,BURMA,LONTON,25.1,96.3,2/9/1943,UNIDENTIFIED TARGET,
USA,CHINA,LAOHOKOW,32.38333333,111.6333333,3/27/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,NAN,13.9125,122.1726,8/10/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,3/30/1944,CYCLOPS AIRDROME,
USA,NEW GUINEA,BUT,-3.416666667,143.25,6/4/1943,AIRDROME,
USA,MARSHALL ISLANDS,MARSHALL ISLAND,10,165,2/14/1944,UNIDENTIFIED TARGET,
USA,BURMA,MONG YAI,22.416667,98.033333,2/16/1945,ENEMY TROOPS,
USA,PHILIPPINE ISLANDS,LABAYAT RIVER,14.53333333,121.5833333,7/13/1945,GROUND SUPPORT,
USA,BURMA,KYWAIKONG,22.5,97,2/27/1945,JAPS,
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,2/2/1944,UNIDENTIFIED TARGET,
USA,MARIANAS ISLANDS,TINIAN,15.03333333,145.8333333,7/30/1944,ENEMY ARTILLERY,
USA,CHINA,MANGSMIN,24.45,98.58333333,9/26/1944,BUILDINGS,
USA,PHILIPPINE ISLANDS,CABALLO,14.33333333,120.5833333,2/4/1945,INSTALLATIONS,
USA,BURMA,NAMTI,27.33333333,97.66666667,1/16/1945,SUPPLY AREA,
USA,NEW GUINEA,WARPARIM BAY,-0.5,130.5,6/6/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,CROWN PRINCE HA,-4.5,145.4166667,4/23/1944,COASTAL GUNS,
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,6/13/1945,SUPPLY DUMP,
USA,PHILIPPINE ISLANDS,FABRICA,10.891667,123.355556,1/6/1945,UNIDENTIFIED TARGET,
USA,JAVA,BANDA,-8.6,115.3,7/7/1944,SHIPPING,
USA,NEW GUINEA,RANSIKI,-1.583333333,134.1666667,8/31/1944,AIRDROME,
USA,BURMA,NAUNG PAKAT,25.28333333,97.4,4/22/1944,SUPPLIES,
USA,JAVA,FLORES SFA,-7,124,12/22/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,DRIMBOL PLANTAT,-3.283333333,142.7333333,6/16/1944,JAP PERSONNEL,
USA,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,6/17/1945,BUILDING,
USA,JAVA,LAHANE,-8.583333333,125.6,11/11/1944,UNIDENTIFIED TARGET,
USA,ITALY,ORVIETO,42.72,12.12,4/7/1944,,10
USA,JAPAN,SHIZUOKA,34.96666667,138.3666667,6/19/1945,URBAN AREA,
USA,NEW GUINEA,FRIEDRICH KARL,-5.166666667,145.8166667,1/14/1944,BARGES,
USA,NEW GUINEA,BOIKEN,-3.416666667,143.5,6/27/1944,AREA,
USA,BURMA,GOKTEIK,22.33333333,96.86666667,9/20/1943,VIADUCT,
USA,JAPAN,NISHINO SHIMA,34.66666667,134.4666667,2/14/1945,ISLAND,
USA,PHILIPPINE ISLANDS,FABRICA,10.891667,123.355556,2/6/1945,AIRDROME,
USA,CELEBES ISLANDS,BOELLA,-3.166666667,130.4666667,11/22/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,10/12/1944,AIRDROME,
USA,BURMA,WAN PA HSA,20.919243,99.955754,1/14/1945,WARE HOUSE AREAS,
USA,BORNEO,BORNEO,0.01,114.01,7/2/1945,BELAWAI,
USA,PHILIPPINE ISLANDS,CAMALIG,13.16666667,123.6666667,4/27/1945,UNIDENTIFIED TARGET,
USA,FRENCH INDO CHINA,LANG SON,21.9,106.8333333,3/13/1945,SONKYCUNG BRIDGE,
USA,MARSHALL ISLANDS,JALUIT ATOLL,6.05,169.5666667,1/5/1944,UNIDENTIFIED TARGET,
USA,CHINA,MAMIEN KUAN PAS,25.55,98.76666667,5/14/1944,UNIDENTIFIED TARGET,
USA,BURMA,NAMSHAM,25.75,95.91666667,1/21/1945,UNIDENTIFIED TARGET,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,8/7/1944,AIRFIELD,
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,5/19/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,ILAGAN,17.16666667,121.9166667,4/22/1945,BUILDINGS,
USA,JAVA,OAHA,-8.733333333,118.4666667,12/24/1944,UNIDENTIED TARGET,
USA,JAPAN,SHIMIZU,35,138.5,7/25/1945,URBAN AREA,
USA,PHILIPPINE ISLANDS,17 35 N 121 42,17.58333333,121.7,6/24/1945,GUN EMPLACEMENTS,
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,5/1/1944,AIRDROME,
USA,CHINA,YUTZE,37.65,112.7333333,7/22/1945,BRIDGES,
USA,CHINA,HSUCHANG,34,113.7833333,12/21/1944,WAREHOUSE AREA,
USA,CELEBES ISLANDS,KAOE,1.183333333,127.9166667,9/5/1944,UNIDENTIFIED TARGET,
USA,CHINA,NENGHU,22.4,101.6833333,10/31/1944,AREA,
USA,PHILIPPINE ISLANDS,BOSO BOSO,14.66666667,121.25,4/18/1945,AREA,
USA,JAPAN,UJIYAMADA,34.5,136.7,8/1/1945,URBAN AREA,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,8/2/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,3/3/1944,UNIDENTIFIED TARGET,
USA,BURMA,INGYINGON,25.125018,96.644906,8/21/1944,UNIDENTIFIED TARGET,
USA,BORNEO,BESAR,5.8,112.6666667,11/13/1944,BLDG,
USA,CHINA,EEISHIHKUAN [BEITAN],34.741576,112.944802,4/4/1945,RAILROAD BRIDGE,
USA,BURMA,MYOTHIT,20.2,95.45,10/1/1944,UNIDENTIFIED TARGET,
USA,BURMA,KAMUN,17.66666667,96.75,4/11/1944,UNIDENTIFIED,
USA,BURMA,OKSHITKIN,18.41666667,96.5,8/5/1944,BRIDGE,
GREAT BRITAIN,LIBYA,BENGHAZI,32.11,20.05,10/4/1941,,
USA,FORMOSA AND RYUKYU ISLANDS,TAIHOKU,25.03333333,121.5,5/23/1945,UNIDENTIFIED TARGET,
USA,BURMA,MINGALADON,16.9,96.13333333,2/28/1945,AREA,
USA,NEW GUINEA,GREEN BEACH,-3.833333333,141.1666667,12/26/1943,AREA,
USA,PHILIPPINE ISLANDS,CALAUAG,13.91666667,122.25,1/16/1945,ROLLING STOCK,
USA,BISMARK ARCHIPELAGO,WILLAUMEZ PENIN,-5.25,149.9166667,6/27/1945,UNIDENTIFIED TARGET,
USA,CHINA,YANGTZE RIVER,31.786667,121.141389,8/26/1944,UNIDENTIFIED TARGET,
USA,BURMA,PAHOK,23.8,96.9,3/3/1944,SUPPLIES,
USA,PHILIPPINE ISLANDS,AMULUNG,17.83333333,121.75,6/10/1945,BRIDGE,
USA,PHILIPPINE ISLANDS,AGOS RIVER,14.75,121.5833333,7/24/1945,AREA,
USA,CHINA,LAOHOKOW,32.38333333,111.6333333,5/1/1945,TEMPLE,
USA,BURMA,SITTANG,17.45,96.88333333,4/9/1945,AREA,
USA,MARSHALL ISLANDS,MARSHALL ISLAND,10,165,12/12/1943,INSTALLATIONS,
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,4/13/1945,ENEMY POSITIONS,
USA,BURMA,MONGMIT,23.11666667,96.66666667,1/1/1945,TOWN,
USA,CHINA,WUCHOW,23.43333333,111.3166667,10/6/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,TAIHARO,23.66666667,121.45,7/5/1945,SUGAR REFINERY,
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,12/5/1944,POWERHOUSE,
USA,CAROLINE ISLANDS,MOEN,7.433333333,151.8666667,5/8/1944,AIRDROME,
USA,JAPAN,SASEBO,33.16666667,129.7,7/7/1944,SASEBO NAVAL DOCKYAR,
USA,CELEBES ISLANDS,LOLOBATA,1.25,128.1166667,9/12/1944,AIRDROME,
USA,BURMA,SHWEBO,22.58333333,95.66666667,11/3/1943,AIRDROME,
USA,CAROLINE ISLANDS,UTAGAL,7.366666667,143.8333333,8/10/1944,UNIDENTIFIED TARGET,
USA,CHINA,MANGSHIH,24.45,98.58333333,9/29/1944,WAREHOUSE,
USA,CHINA,KIENCHANG,28,102.3666667,3/28/1944,RAILROAD BRIDGE,
USA,PHILIPPINE ISLANDS,BAGAY,17.6,121.2,5/21/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,CATAGGAMAN,17.58333333,121.6666667,4/10/1945,UNIDENTIFIED TARGET,
USA,BURMA,NAMPANG,22.25,98.4,6/23/1945,TROOP CONCENTRATIONS,
USA,NEW GUINEA,BOSNEK,-1.166666667,136.25,5/18/1944,SUPPLY AREA,
USA,BURMA,KALAW,20.63333333,96.56666667,3/2/1945,ENEMY POSITIONS,
USA,NEW GUINEA,GALI,-5.833333333,146.75,1/9/1944,VILLAGE AREA,
USA,NEW GUINEA,BUT,-3.416666667,143.25,3/26/1944,AIRDROME,
USA,NEW GUINEA,LAE A/D,-6.74143,146.989626,12/24/1942,AIRFIELD,
USA,PHILIPPINE ISLANDS,SOLVEC,17.41666667,120.4166667,3/19/1945,AREA,
USA,PHILIPPINE ISLANDS,FORT STOTSENBUR,15.16666667,120.5,2/7/1945,AREA,
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,5/1/1945,TOWN,
USA,BURMA,MANDALAY,21.98333333,96.08333333,3/19/1945,FORT DUFFERIN WALL,
USA,BURMA,MAYMYO,22.03333333,96.46666667,3/30/1943,MARSHALLING YARDS,
USA,NEW GUINEA,YUNGO,-3.45,143.45,5/21/1944,TROOP CONCENTRATION,
USA,PHILIPPINE ISLANDS,LALUN,18.25,121,5/21/1945,SUPPORT TO GROUND TR,
USA,CELEBES ISLANDS,MAPANGET,1.533333333,124.9333333,12/29/1944,AIRDROME,
USA,CHINA,PUCHOU,34.86666667,110.1166667,6/14/1945,RADIO INSTALLATIONS,
USA,NEW GUINEA,SARMI,-1.833333333,138.75,7/14/1944,BIVOUAC AREA,
USA,BURMA,MANPONG,23.341402,97.961293,12/28/1944,PILL BOXES,
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,12/19/1944,UNIDENTIFIED TARGET,
USA,CHINA,HONG KONG,22.2,114.2,5/29/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,MADANG,-5.25,145.8333333,2/28/1944,AREA,
USA,FORMOSA AND RYUKYU ISLANDS,TAICHU,24.13333333,120.6666667,4/22/1945,AIRDROME,
USA,BURMA,LASHIO,22.93333333,97.75,2/6/1945,TRUCK PARK,
USA,NEW GUINEA,WAREN,-2.25,136.3333333,9/27/1944,VILLAGE,
USA,NEW GUINEA,SARMI,-1.833333333,138.75,6/15/1944,GROUND SUPPORT,
USA,PHILIPPINE ISLANDS,ZAMBOANGA,6.916666667,122.0833333,3/14/1945,GROUND SUPPORT,
USA,NEW GUINEA,MOM,-3.583333333,143.75,7/8/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,PANAY ISLAND,11,122.5,11/8/1944,AIRFIELD,
USA,BURMA,MINGALADON,16.907305,96.133222,5/6/1942,AIRDROME,
USA,CHINA,SHAYANG,30.7,112.6333333,5/16/1945,SHIPPING,
USA,JAPAN,TOKYO,35.66666667,139.7,3/9/1945,URBAN AREA,
USA,NEW GUINEA,MORO,-4.5,145.3333333,4/23/1944,VILLAGE,
GREAT BRITAIN,LIBYA,TRIPOLI RD JNCTN Q35/36,32.37,15.13,1/11/1943,,
USA,JAPAN,KOBE,34.7,135.2,2/8/1945,URBAN AREA,
USA,CELEBES ISLANDS,HATETABAKO,1.25,128.1,12/26/1944,AIRDROME,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,5/13/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,KAGI,23.38333333,120.45,4/3/1945,RAILROAD TRACKS,
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,7/12/1943,UNIDENTIFIED TARGET,
USA,TUNISIA,OUDNA,36.62,10.13,4/12/1943,,780
USA,BURMA,PASANG,22.33333333,98.41666667,3/8/1945,PERSONNEL,
USA,PHILIPPINE ISLANDS,PLARIDEL,14.91666667,120.8333333,1/6/1945,BRIDGES,
USA,CHINA,PALUCHI,29.53333333,113.2,7/6/1943,UNIDENTIFIED TARGET,
GREAT BRITAIN,GREECE,ORBATELLO RR,42.45,11.22,3/11/1944,,
USA,BURMA,MYOTHIT,20.2,95.45,9/30/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,HATETABAKO,1.25,128.1,11/24/1944,AIRDROME,
USA,FORMOSA AND RYUKYU ISLANDS,GIRAN,24.76666667,121.75,4/18/1945,A C DISPERSAL AREA,
USA,BURMA,KAWLIN,23.78333333,95.68333333,11/11/1944,RAILROAD BRIDGE,
USA,PHILIPPINE ISLANDS,FORTUNE ISLAND,14.08333333,120.5,1/31/1945,GROUND SUPPORT,
USA,SOLOMON ISLANDS,MUNDA,-8.333333333,157.2666667,6/30/1943,AIRDROME,
USA,CHINA,CANTON,23.18333333,113.2333333,5/9/1945,AIRDROME,
USA,BURMA,KAMAING,25.53333333,96.71666667,11/29/1943,TROOPS,
USA,CHINA,SHANGCHIEHTOW,25.85,110.7166667,9/28/1944,BUILDINGS,
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/9/1945,GROUND SUPPORT,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,8/25/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,CEBU,10.321389,123.754722,3/19/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,FUSINA,18.25,121.7166667,5/27/1945,UNDERGROUND STORES,
USA,PHILIPPINE ISLANDS,DITA,13.91666667,121.0833333,3/17/1945,UNIDENTIFIED TARGET,
USA,JAPAN,TOKYO,35.66666667,139.7,12/23/1944,OGURA OIL CO,
USA,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,5/23/1944,FLOAT PLANE BASE,
USA,CHINA,KIUKIANG,29.73333333,116.1333333,12/28/1944,UNIDENTIFIED TARGET,
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,1/17/1944,ENEMY INSTALLATION,
USA,FORMOSA AND RYUKYU ISLANDS,TAIHOKU,25.03333333,121.5,6/13/1945,TOWN,
USA,BURMA,KYAUKMYAUNG,22.63333333,95.93333333,10/14/1943,DOCK AREA,
USA,PHILIPPINE ISLANDS,BAGUIO,16.41666667,120.5833333,5/28/1945,BRIDGE,
USA,PHILIPPINE ISLANDS,CLARK FIELD,15.16666667,120.5833333,3/28/1945,TROOP POSITIONS,
USA,FORMOSA AND RYUKYU ISLANDS,MANGSHIH & KUTKAI,24.433728,98.588649,2/28/1943,,
USA,CHINA,SINSIANG,27.8,120.6833333,9/26/1944,MISCELLANEOUS TARGET,
USA,PHILIPPINE ISLANDS,LAKE TAAL,13.91666667,121,4/10/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,TAINAN,23,120.2,6/16/1945,GROUND INSTALLATION,
USA,PHILIPPINE ISLANDS,BANAAO,16.8,121.1333333,7/5/1945,HUTS,
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,2/7/1945,TOWN,
USA,CELEBES ISLANDS,RAHA VLLLAGE,-4.833333333,122.7333333,9/20/1944,BEACHED SHIPPING,
USA,FORMOSA AND RYUKYU ISLANDS,MAKO,23.56666667,119.5666667,7/13/1945,SHIPYARDS,
USA,BURMA,WANLING,21.01666667,98.06666667,1/10/1945,PORTFIELD POSITION,
USA,BURMA,MANDALAY,21.98333333,96.08333333,6/16/1943,MARSHALLING YARDS,
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,2/1/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/22/1945,DAM,
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,8/4/1944,SUPPLY AREA,
USA,PHILIPPINE ISLANDS,DAVAO GULF,7.083333333,125.6666667,1/9/1945,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,7/21/1943,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WOM,-3.5,143.5833333,8/3/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,BAGUIO,16.41666667,120.5833333,4/8/1945,NAVAL HEADQUARTERS,
USA,PHILIPPINE ISLANDS,ARITAO,16.25,121,6/4/1945,GROUND SUPPORT,
USA,BURMA,BHAMO,24.25,97.23333333,8/15/1944,ROADBRIDGE,
USA,BURMA,MYINGYAN,21.45,95.38333333,8/12/1943,UNIDENTIFIED TARGET,
USA,JAPAN,KUSHIKINO,31.7,130.2666667,5/3/1945,URBAN AREA,
USA,KURILE ISLANDS,KATAOKA,50.71666667,156.1833333,4/16/1945,NAVAL BASE,
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,5/9/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,BIAK,-1,136,5/28/1944,MOKMER AIRFIELD,
USA,GILBERT ISLANDS,TARAWA,1.5,173,9/18/1943,UNIDENTIFIED TARGET,
USA,CHINA,MANGSHIH,24.45,98.58333333,9/24/1944,PERSONNEL,
USA,CELEBES ISLANDS,CERAM SEA,-3.416666667,132.1666667,8/3/1944,UNIDENTIFIED TARGET,
USA,JAPAN,FUSAN,35.1,129.0333333,8/9/1945,HARBOR AREA,
USA,PHILIPPINE ISLANDS,BACOLOD,10.66666667,122.9166667,4/8/1945,UNIDENTIFIED TARGET,
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,4/28/1944,AIRDROME,
USA,CHINA,ANYANG,29.45,118.8,8/2/1945,BRIDGE,
USA,NEW GUINEA,JAPEN ISLAND,-1.75,136.1666667,5/28/1944,UNIDENTIFIED TARGET,
USA,CAROLINE ISLANDS,PONAPE ISLAND,7,158.4166667,3/21/1944,AIRFIELD,
USA,CHINA,SINTSIANG,29.11666667,113.25,7/29/1944,AREA,
USA,PHILIPPINE ISLANDS,DONGON,12.75,120.8333333,2/10/1945,TANKS FIELD ARTILLER,
USA,BURMA,SAGAING,21.88333333,95.98333333,10/3/1943,RAILROAD YARDS,
USA,CHINA,NANCHANG,28.56666667,115.8,8/3/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,GARIT NORTE,16.66666667,121.6666667,5/22/1945,SUPPLIES,
USA,BISMARK ARCHIPELAGO,SILIMATI POINT,-5.583333333,148.5,1/12/1945,INSTALLATIONS,
USA,PHILIPPINE ISLANDS,MT HAPONANG BAN,14.73333333,121.1833333,5/13/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,SARAVIA,10.83333333,123,5/13/1945,GROUND SUPPORT,
USA,PHILIPPINE ISLANDS,BANGUED,17.58333333,120.5833333,4/24/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,LYANG,14.88333333,121.1333333,4/12/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,AMAMI O SHIMA,28.4,129.5,8/10/1945,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,MACASSAR,-5.083333333,119.5,11/14/1944,SEA PLANE BASE,
USA,BISMARK ARCHIPELAGO,MATUPI,-4.25,152.2,6/1/1944,SUPPLY AREA,
USA,BORNEO,MIRI,4.416666667,114,3/23/1945,AIRDROME,
USA,CHINA,PINGNAM,27.022484,119.0414,10/26/1944,UNIDENTIFIED TARGET,
USA,ITALY,CASTROVILLARI,39.8,16.2,8/28/1943,,610
USA,PHILIPPINE ISLANDS,NAGUILIAN,16.533889,120.396944,5/7/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,SAIPA,-5.683333333,146.6666667,2/15/1944,UNIDENTIFIED TARGET,
USA,BURMA,RANGOON RIVER,16.473012,96.359404,10/4/1943,UNIDENTIFIED TARGET,
USA,BURMA,INDAW,24.21666667,96.15,10/23/1944,WOODED AREA,
USA,BISMARK ARCHIPELAGO,KAVIENG,-2.583333333,150.8333333,3/19/1944,TOWNSHIP,
USA,CHINA,LILING,27.68333333,113.5,7/8/1944,AREA,
USA,MARIANAS ISLANDS,TINIAN,15.03333333,145.8333333,7/28/1944,COAST DEFENCES,
USA,UNKNOWN,TUMLOO ISLAND,-3.116666667,142.4333333,3/26/1944,UNIDENTIFIED TARGET,
USA,BURMA,BANMAUK,24.4,95.85,12/6/1944,TROOP SUPPORT,
NEW ZEALAND,NEW IRELAND,NEW IRELAND SWEEP,-2.733333333,150.85,7/22/1945,VARIOUS TARGETS,
