COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,BURMA,SAGAING,21.88333333,95.98333333,9/11/1943,95.98333333,490 BS
USA,BURMA,MUSE,24,97.9,1/8/1945,97.9,25 FS
USA,FORMOSA AND RYUKYU ISLANDS,TOYOHARA,24.25,120.7166667,4/18/1945,120.7166667,408 BS
USA,PHILIPPINE ISLANDS,LUZON,15,121,1/20/1945,121,498 BS
USA,NEW GUINEA,MEGA VILLAGE,-0.666666667,132,2/7/1945,132,42 BG
USA,FRENCH INDO CHINA,VINN YEN,16.1,108.2333333,1/18/1945,108.2333333,26 FS
USA,BORNEO,BARITO RIVER,-3.333333333,114.5,5/5/1945,114.5,307 BG
USA,JAPAN,KUMA GAWA,30.5,130.6,8/11/1945,130.6,311 FS
USA,FORMOSA AND RYUKYU ISLANDS,TARIN,23.58333333,120.4333333,5/26/1945,120.4333333,822 BS
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,9/27/1943,155.7833333,371 BS
USA,NEW GUINEA,KOEPANG,-8.666666667,151.3333333,6/30/1942,151.3333333,19 BG
USA,PHILIPPINE ISLANDS,KIANGAN,16.75,121.0833333,6/29/1945,121.0833333,7 FS
USA,PHILIPPINE ISLANDS,WAWA,14.75,121.1666667,4/25/1945,121.1666667,341 FS
USA,NEW GUINEA,WOM,-3.5,143.5833333,8/13/1944,143.5833333,310 FS
USA,PALAU ISLANDS,ARAKABESAN ISLA,7.35,134.45,4/22/1945,134.45,866 BS
USA,NEW GUINEA,SAWAIA RIVER,-4.983333333,145.2166667,5/1/1944,145.2166667,310 FS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,11/5/1944,141.3166667,999
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,7/14/1945,150.8333333,NO. 25 SQUADRON RNZAF
USA,CRETE,MALEME AERODROME,35.53,23.83,10/30/1942,23.83,1ST PROV GRP
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,4/25/1944,144.9166667,400 BS
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,2/2/1945,120.2833333,63 BS
USA,ALEUTIAN ISLANDS,KISKA ISLAND,52,177.5,8/14/1943,177.5,36 BS
USA,BURMA,SHADUZUP,25.91666667,96.66666667,2/24/1944,96.66666667,530 FS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,7/26/1943,148.4166667,403 BS
USA,BURMA,MANPONG,23.341402,97.961293,12/25/1944,97.961293,25 FS
USA,SOLOMON ISLANDS,BOUGAINVILLE,-6.2,155.25,9/10/1943,155.25,394 BS
USA,NEW GUINEA,MARANGIS,-4.583333333,145.9166667,2/23/1944,145.9166667,17 BS
USA,BISMARK ARCHIPELAGO,TOBERA,-4.4,152.3166667,4/26/1944,152.3166667,13 C
USA,ITALY,FRASCATI,41.07,12.67,1/21/1944,12.67,27 FBG/86 FBG
USA,BURMA,GOKTEIK,22.33333333,96.86666667,3/15/1943,96.86666667,491 BS
USA,MARIANAS ISLANDS,MARIANAS,16,145.5,12/4/1944,145.5,392 BS
USA,BURMA,BILUMYO,24.85,96.35,8/28/1944,96.35,90 FS
USA,BURMA,PASAWNG,18.83333333,98.33333333,4/5/1945,98.33333333,434 BS
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,3/30/1945,123.783333,431 FS
USA,BURMA,PAGODA,21.98333333,96.46666667,2/29/1944,96.46666667,530 FS
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,6/19/1945,153.75,42 BS
USA,NEW GUINEA,SANANANDA ROADS,-8.666666667,148.4166667,12/5/1942,148.4166667,89 S
USA,ITALY,SORA,41.7,13.62,1/23/1944,13.62,27 FBG/86 FBG
USA,CELEBES ISLANDS,MITI ISLAND,1.566666667,128.0666667,8/16/1944,128.0666667,64 BS
USA,CELEBES ISLANDS,BEO,4.25,126.8333333,3/20/1945,126.8333333,307 BS
USA,PHILIPPINE ISLANDS,MALABANG,7.583333333,124.0833333,3/27/1945,124.0833333,48 8
USA,CELEBES ISLANDS,DODINGA,0.816666667,127.5833333,10/14/1944,127.5833333,35 FS
USA,THAILAND OR SIAM,BANGKOK,13.76666667,100.4833333,6/5/1944,100.4833333,468 BG
USA,BURMA,MYITKYINA,25.38333333,97.4,7/8/1944,97.4,528 S
USA,PHILIPPINE ISLANDS,PLARIDEL,14.91666667,120.8333333,1/6/1945,120.8333333,672 S
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,8/27/1944,141.3166667,27 BS
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/24/1945,121.1666667,69 FS
USA,CELEBES ISLANDS,KENDARI,-4.066666667,122.6666667,7/17/1945,122.6666667,307 BG
USA,MANCHURIA,ANSHAN,41.08333333,122.9333333,9/8/1944,122.9333333,462 BG
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,3/19/1944,143.6666667,320 BS
USA,CELEBES ISLANDS,MAKASSAR,-5.133333,119.416884,10/19/1944,119.416884,394 BS
USA,CELEBES ISLANDS,KALALA,-9.9,120.1166667,6/11/1945,120.1166667,3 FS
USA,NEW GUINEA,BOSNEK,-1.166666667,136.25,5/26/1944,136.25,394 BS
USA,NEW GUINEA,UTAROM,-3.6166666,133.666666,10/26/1944,133.666666,13 S
AUSTRALIA,TIMOR,MANATUTO,-8.511389,126.013056,11/13/1942,126.013056,13 SQ
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,10/28/1944,124.8333333,408 BS
USA,PHILIPPINE ISLANDS,METROPOLITAN,14.83333333,121.15,4/8/1945,121.15,460 FS
USA,BISMARK ARCHIPELAGO,LAKUNAI,-4.233333333,152.2166667,1/24/1944,152.2166667,380 BG
USA,CELEBES ISLANDS,DONGGALA,-1.202712,119.942484,3/6/1945,119.942484,868 BS
USA,CHINA,TAWAN,25.71666667,152.9,11/12/1944,152.9,16 FS
USA,PALAU ISLANDS,KOROR ISLAND,7.333333333,134.5,5/2/1945,134.5,866 BS
USA,CHINA,TENGCHUNG,25.01666667,98.48333333,8/5/1944,98.48333333,25 FS
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,3/27/1945,120.9166667,65 BS
USA,BURMA,TANGON,23.06666667,95.5,11/16/1944,95.5,82 BS
USA,NEW GUINEA,BOGIA,-4.333333333,145,5/14/1944,145,69 FS
USA,FORMOSA AND RYUKYU ISLANDS,KATO,22.41666667,120.5666667,6/13/1945,120.5666667,530 BS
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,5/1/1945,121.75,310 FS
USA,JAVA,ENDEN,-8.866666667,121.6,1/4/1945,121.6,528 BS
USA,CHINA,TINGKA,31.5662885,100.133291,8/22/1944,100.133291,25 FS
USA,PHILIPPINE ISLANDS,ALCALA,17.91666667,121.6666667,6/18/1945,121.6666667,498 BS
USA,NEW GUINEA,BUNA,-8.666666667,148.4166667,11/16/1942,148.4166667,13 BS
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,8/2/1943,147.1166667,403 BS
USA,NEW GUINEA,MUSHU ISLAND,-3.416666667,143.5833333,6/4/1945,143.5833333,360 G
USA,PHILIPPINE ISLANDS,KAYAN,16.95,120.8,6/17/1945,120.8,340 FS
USA,MARIANAS ISLANDS,RITIFIAN PT,13.65,144.85,8/17/1944,144.85,48 BS
USA,JAPAN,OMURA,32.93333333,129.9333333,6/23/1945,129.9333333,1 FS
USA,NEW GUINEA,BUT,-3.416666667,143.25,7/23/1944,143.25,110 FS
USA,BORNEO,REDEB,2.166666667,117.5,7/6/1945,117.5,67 FS
USA,MALAY STATES,BATU ARANG,3.133333333,101.65,3/2/1945,101.65,444 BG
USA,NEW GUINEA,CAPE WARD HUNT,-8.083333333,148.1666667,1/7/1943,148.1666667,319 BS
USA,PHILIPPINE ISLANDS,FAREA,17,120.7833333,11/5/1943,120.7833333,33 BS
USA,JAPAN,UJIYAMADA,34.5,136.7,1/8/1945,136.7,499 BG
USA,CELEBES ISLANDS,HAROEKOE,-3.6,128.425082,9/27/1944,128.425082,531 BS
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,8/17/1944,143.6666667,311 FS
USA,FORMOSA AND RYUKYU ISLANDS,TOSHIEN,23.76666667,120.65,7/4/1945,120.65,19 BS
USA,CHINA,SHIHKIACHUANG,38.06666667,114.4166667,6/25/1945,114.4166667,490 D
USA,BURMA,RANGOON RIVER,16.473012,96.359404,10/4/1943,96.359404,492 BS
USA,BURMA,NAMTI,27.33333333,97.66666667,3/13/1944,97.66666667,529 B
USA,PHILIPPINE ISLANDS,LAHUG,10.41666667,124.0333333,12/3/1944,124.0333333,408 BS
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/7/1945,121.1666667,342 FS
USA,BURMA,MARTABAN,16.53333333,97.61666667,5/8/1945,97.61666667,492 BS
USA,CELEBES ISLANDS,HAROEKOE,-3.6,128.425082,1/1/1945,128.425082,42 BG
USA,BURMA,ALON,22.2,95.08333333,12/30/1943,95.08333333,491 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,9/26/1944,151.8333333,431 BS
USA,BURMA,WETLET,22.333333,95.75,2/13/1943,95.75,IATF (341 BG)
USA,SOLOMON ISLANDS,NUMA NUMA,-5.866666667,155.2333333,6/9/1944,155.2333333,68 FS
USA,NEW GUINEA,MILNE BAY,-10.75,151.5,9/6/1942,151.5,19 BG
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,10/1/1944,128.17547,528 BS
NEW ZEALAND,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,3/7/1944,152.2,NO. 14 SQUADRON RNZAF
USA,BORNEO,SINGKAWANG,0.9,109.7166667,2/3/1945,109.7166667,33 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,6/17/1945,116.8333333,400 BS
USA,MARSHALL ISLANDS,KUSAIE ISLAND,5.333333333,162.9666667,2/23/1944,162.9666667,26 BS
USA,NEW GUINEA,IVO GONA,-7.8,148.0333333,7/22/1942,148.0333333,22 BG
USA,JAPAN,KUSHIKIHO,31.7,130.2666667,8/9/1945,130.2666667,89 S
USA,PHILIPPINE ISLANDS,KIANGAN,16.75,121.0833333,3/5/1945,121.0833333,40 FS
USA,BURMA,MANDALAY,21.98333333,96.08333333,4/23/1943,96.08333333,22 BS
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,7/8/1945,120.9666667,2 BS
USA,MARSHALL ISLANDS,EMIDJ ISLAND,6,169.7333333,1/22/1944,169.7333333,431 BS
USA,PHILIPPINE ISLANDS,MANKAYAN,16.83333333,120.8333333,7/15/1945,120.8333333,8 FS
USA,JAPAN,SENDAI,38.26666667,140.8666667,12/28/1944,140.8666667,888
USA,JAPAN,OTSUBO,35.43333333,134.3,1/8/1945,134.3,500 BG
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,5/23/1945,123.783333,386 BS
USA,PHILIPPINE ISLANDS,INDIANA,16.33333333,121.0666667,4/10/1945,121.0666667,389 S
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,10/17/1944,151.8333333,26 BS
USA,MARSHALL ISLANDS,JABOR,5.916666667,169.65,4/14/1944,169.65,48 BS
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,4/22/1944,144.9166667,403 BS
USA,CHINA,SAMAH,18.41666667,109.4666667,11/22/1944,109.4666667,374 BS
NEW ZEALAND,BISMARK ARCHIPELAGO,KERAVIA BAY,-4.283333333,152.2,3/30/1944,152.2,NO. 16 SQUADRON RNZAF
USA,PHILIPPINE ISLANDS,CURRY,13.58333333,123.3333333,4/20/1945,123.3333333,89 S
USA,NEW GUINEA,KAIAMANA,-3.666666667,133.75,2/5/1944,133.75,531 BS
USA,BISMARK ARCHIPELAGO,BORAM,-3.183333333,151.6166667,4/24/1943,151.6166667,65 BS
USA,PHILIPPINE ISLANDS,TEBBO,16.25,120.75,5/1/1945,120.75,432 FS
USA,BISMARK ARCHIPELAGO,KERAVIA BAY,-4.283333333,152.2,6/14/1944,152.2,13 C
USA,FORMOSA AND RYUKYU ISLANDS,KAGI,23.38333333,120.45,5/11/1945,120.45,501 BS
USA,CHINA,CANTON,23.18333333,113.2333333,5/9/1945,113.2333333,403 BS
USA,CHINA,23 35 N 119 3,23.58333333,119.5833333,7/21/1945,119.5833333,63 BS
USA,BORNEO,SIBU,2.333333333,111.8333333,5/30/1945,111.8333333,5 BG
USA,PHILIPPINE ISLANDS,BAGABAG,16.58333333,121.25,6/20/1945,121.25,431 FS
USA,CELEBES ISLANDS,GALELA,1.833333333,127.8,8/7/1944,127.8,320 BS
USA,NEW GUINEA,MANAM ISLAND,-4.083333333,145.0833333,5/12/1944,145.0833333,421 FS
USA,PHILIPPINE ISLANDS,BILIMA,18.36666667,121.7833333,5/13/1945,121.7833333,674 S
USA,BURMA,MANPONG,23.341402,97.961293,11/23/1944,97.961293,25 FS
USA,CHINA,CHINSIEN,23.798889,109.5325,7/9/1945,109.5325,528 FS
USA,BISMARK ARCHIPELAGO,RALUM,-4.316666667,152.2333333,3/17/1944,152.2333333,69 BS
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,6/14/1945,142.2166667,45 FS
USA,BURMA,LOILAW,25.26666667,96.91666667,11/2/1943,96.91666667,529 S
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,3/27/1944,140.75,400 BS
USA,MARSHALL ISLANDS,MILLI ISLAND,9.083333333,171.7333333,12/4/1943,171.7333333,98 BS
USA,BISMARK ARCHIPELAGO,GAROVE IS,-4.666666667,149.5,11/20/1943,149.5,400 BS
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,6/15/1945,143.5833333,360 BG
USA,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,12/24/1943,152.1833333,370 BS
USA,CHINA,PAOCHING,28.71666667,109.7833333,12/6/1944,109.7833333,75 FS
USA,CHINA,HENGYANG,26.93333333,112.5833333,6/24/1944,112.5833333,75 FS
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,8/30/1943,143.3333333,400 BS
USA,BURMA,MYITKYINA,25.38333333,97.4,6/5/1944,97.4,88 FS
USA,FORMOSA AND RYUKYU ISLANDS,TAITO,22.75,121.1666667,7/6/1945,121.1666667,8 S
USA,NEW GUINEA,TADJMI,-3.166666667,142.4166667,3/22/1944,142.4166667,405 BS
USA,PHILIPPINE ISLANDS,SAN JUAN,9.166667,123.516667,2/19/1945,123.516667,388 S
USA,PHILIPPINE ISLANDS,KIANGAN,16.75,121.0833333,7/7/1945,121.0833333,433 FS
USA,NEW GUINEA,ANDRAWAD RIVER,-3.316666667,142.8166667,6/18/1944,142.8166667,110 FS
USA,CHINA,NENGHU,22.4,101.6833333,10/23/1944,101.6833333,76 FS
USA,THAILAND OR SIAM,BANGKOK,13.76666667,100.4833333,1/25/1945,100.4833333,462 BG
USA,NEW GUINEA,BIAK,-1,136,5/27/1944,136,320 BS
USA,PHILIPPINE ISLANDS,SINILOAN,14.41666667,121.4166667,3/24/1945,121.4166667,498 BS
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/18/1945,121.1666667,431 FS
USA,CELEBES ISLANDS,CAPE PETAK,1.4,128.75,12/1/1944,128.75,42 BG
USA,BURMA,SWA,19.26666667,96.3,4/3/1945,96.3,6 FS
USA,PHILIPPINE ISLANDS,MANILA,14.58333333,121,3/5/1945,121,2 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,8/17/1943,116.8333333,530 BS
USA,PHILIPPINE ISLANDS,BULAN,12.66666667,123.9166667,1/2/1945,123.9166667,866 BS
USA,CHINA,TOWPAI,26.66666667,116.3333333,4/14/1945,116.3333333,76 FS
USA,FRENCH INDO CHINA,OUANG,21.03333333,106.4833333,6/20/1945,106.4833333,11 BS
USA,BURMA,MOGAUNG,25.3,96.93333333,4/7/1944,96.93333333,528 S
USA,BURMA,MEIKTILA,20.91666667,95.83333333,1/16/1945,95.83333333,82 BS
USA,NEW GUINEA,SARMI,-1.833333333,138.75,5/28/1944,138.75,13 S
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/14/1943,143.6666667,400 BS
USA,BURMA,SAGAING,21.88333333,95.98333333,1/13/1945,95.98333333,492 BS
USA,NEW GUINEA,CAPE CROISILLES,-4.833333333,145.8333333,4/11/1944,145.8333333,672 S
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,5/20/1945,120.2833333,63 BS
USA,BURMA,KAMAING,25.53333333,96.71666667,3/26/1944,96.71666667,88 FS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,8/30/1943,148.4166667,403 BS
AUSTRALIA,NEW GUINEA,GONA - DIVE BOMBING REPLACEMENTS,-8.580698,148.29965,12/7/1942,148.29965,4 SQ
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,2/17/1945,125.65,68 FS
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,6/15/1944,143.3333333,389 BS
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,5/29/1945,143.5833333,350 FG
USA,JAPAN,NAGOYA,35.13333333,136.9,1/16/1945,136.9,888
USA,CHINA,LEIYANG,26.43333333,112.8333333,7/8/1944,112.8333333,118 FS
USA,PHILIPPINE ISLANDS,ITOGON,16.33333333,120.6666667,4/12/1945,120.6666667,433 FS
USA,CHINA,HANKOW,30.581179,114.272597,7/2/1942,114.272597,CATF (11 BS)
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,10/12/1943,148.4166667,319 BS
USA,NEW GUINEA,FINKSCHHAFEN,-6.5,147.8333333,9/22/1943,147.8333333,64 B
USA,JAPAN,TARUMIZU,31.48333333,130.7,8/5/1945,130.7,437 S
USA,BURMA,PEGU,17.333333,96.483333,4/18/1945,96.483333,1 FS
USA,ITALY,LAMEZIA,38.92,16.25,8/17/1943,16.25,27 FBG/86 FBG
USA,PHILIPPINE ISLANDS,TABIAN,17,120.7166667,7/1/1945,120.7166667,1 FS
USA,JAPAN,NOBEOKA,32.56666667,131.6666667,6/28/1945,131.6666667,314 BW
USA,PHILIPPINE ISLANDS,MT MANDALAGAN,10.66666667,123.25,4/15/1945,123.25,13 S
USA,PHILIPPINE ISLANDS,GARIT NORTE,16.66666667,121.6666667,5/8/1945,121.6666667,64 BS
USA,ITALY,45 20 N 012 20 E,45.33,12.33,11/2/1943,12.33,86 FBG
USA,CELEBES ISLANDS,MOLUKKA PASSAGE,1.133333333,125.15,8/5/1944,125.15,63 BS
USA,BURMA,KYUNGON,19.03333333,96.36666667,3/12/1945,96.36666667,1 S
USA,CAROLINE ISLANDS,1 00 N 146 0,1,146,2/17/1943,146,529 BS
USA,NEW GUINEA,BIAK I,-1,136,5/7/1944,136,868 BS
USA,CELEBES ISLANDS,PIROE,-3.066666667,128.2,10/22/1944,128.2,42 BG
USA,BURMA,BHAMO,24.25,97.23333333,11/18/1944,97.23333333,90 FS
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,7/3/1945,150.8333333,NO. 25 SQUADRON RNZAF
USA,PHILIPPINE ISLANDS,RIZAL,10.923333,125.021389,5/24/1945,125.021389,673 S
USA,CELEBES ISLANDS,HALONG,-3.65,128.2,9/22/1943,128.2,529 BS
NEW ZEALAND,NEW GUINEA,SOHANA ISLAND,-5.533333333,154.7166667,8/9/1945,154.7166667,NO. 2 SQUADRON RNZAF
USA,NEW GUINEA,SAGAN,-2.65,132.9166667,9/10/1944,132.9166667,35 FS
USA,SOLOMON ISLANDS,BOEROE,-7.416666667,157.4,11/1/1944,157.4,67 FS
USA,PHILIPPINE ISLANDS,MARIVELES,14.41666667,120.5,2/11/1945,120.5,13 S
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/19/1945,143.6666667,360 G
USA,CHINA,HSIANGYUENHSIEN,36.46666667,113.3333333,10/30/1944,113.3333333,118 FS
USA,JAPAN,SHIMIZU,35,138.5,3/16/1945,138.5,888
USA,PHILIPPINE ISLANDS,CAROLINA,13.66666667,123.25,4/17/1944,123.25,424 BS
USA,CHINA,HENGYANG,26.93333333,112.5833333,2/28/1945,112.5833333,75 FS
USA,JAPAN,SHIMIZU,35,138.5,8/1/1945,138.5,58 BW
GREAT BRITAIN,BURMA,NYAUNGBINTHA E/POS,16.93,96.32009,4/12/1942,96.32009,NO. 225 GROUP
USA,BURMA,WANLING,21.01666667,98.06666667,8/16/1944,98.06666667,491 BS
USA,JAPAN,KURE,34.23333333,132.5666667,7/28/1945,132.5666667,98 BS
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,3/12/1944,152.2,69 BS
USA,BISMARK ARCHIPELAGO,TOBERA,-4.4,152.3166667,1/13/1944,152.3166667,75 BS
USA,BURMA,NABA,24.26666667,96.25,10/30/1944,96.25,88 FS
USA,JAPAN,IWAKUNI,34.96666667,138.2333333,8/9/1945,138.2333333,420 BS
USA,ITALY,MILO,38,12.58,7/4/1943,12.58,27 FBG
USA,PHILIPPINE ISLANDS,LA CARLOTA,10.41666667,122.9166667,12/8/1944,122.9166667,307 BG
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,3/8/1944,144.8333333,321 BS
USA,SOLOMON ISLANDS,KARA,-6.7,155.7166667,6/7/1944,155.7166667,68 FS
USA,FORMOSA AND RYUKYU ISLANDS,GIRAN,24.76666667,121.75,5/5/1945,121.75,3 FS
USA,CHINA,SHANGCHIENTOW,25.85,110.7166667,9/28/1944,110.7166667,491 BS
USA,PHILIPPINE ISLANDS,BONTOC,17.08333333,121,5/2/1945,121,8 FS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,8/8/1943,148.4166667,64 BS
USA,BURMA,HOPIN,24.98333333,96.53333333,7/14/1944,96.53333333,90 FS
USA,CHINA,WEICHOW,37.33333333,106.4833333,2/25/1944,106.4833333,16 FS
USA,BURMA,TAUNGUP,18.85,94.33333333,11/5/1944,94.33333333,40 BG
USA,CELEBES ISLANDS,KENDAHI,-4.066666667,122.6666667,9/16/1944,122.6666667,19 BS
USA,FRENCH INDO CHINA,HON GAY,20.98333333,107.0833333,2/25/1944,107.0833333,22 BS
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/3/1945,121.1666667,33 BS
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,1/17/1945,123.75,33 BS
USA,NEW GUINEA,BOGIA,-4.333333333,145,4/28/1944,145,342 FS
USA,NEW GUINEA,NAMBER,-1.083333333,134.8333333,6/24/1944,134.8333333,90 S
USA,BURMA,HNINPALE,17.18333333,97.25,11/13/1944,97.25,436 BS
USA,SOLOMON ISLANDS,KARA,-6.7,155.7166667,6/2/1944,155.7166667,68 FS
USA,BURMA,TAIHPA GA,26.5,96.5,2/1/1944,96.5,529 BS
USA,PHILIPPINE ISLANDS,LUZON,15,121,3/14/1945,121,12 FS
USA,BURMA,MOGAUNG,25.3,96.93333333,3/9/1944,96.93333333,492 BS
USA,BURMA,HSENWI,23.3,97.96666667,10/20/1944,97.96666667,25 FS
USA,NEW GUINEA,TIMBUNKE,-4.166666667,143.5,5/23/1945,143.5,360 FG
USA,PHILIPPINE ISLANDS,PADADA,6.666666667,125.3333333,1/1/1945,125.3333333,320 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,12/8/1944,141.3166667,331 BS
USA,PHILIPPINE ISLANDS,MT PACAWAGAN,14.7269,121.1714,4/21/1945,121.1714,341 FS
USA,JAPAN,SASEBO,33.16666667,129.7333333,6/28/1945,129.7333333,73 BW
USA,PHILIPPINE ISLANDS,SALOMAGUE,17.75,120.4166667,2/24/1945,120.4166667,387 S
USA,BURMA,KALEWA,23.2,94.3,11/2/1943,94.3,492 BS
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,6/9/1944,144.9166667,39 FS
USA,PHILIPPINE ISLANDS,SAN MATEO,18.08333333,120.5833333,2/9/1945,120.5833333,36 FS
USA,BURMA,NALANG,22.7,97.55,2/9/1945,97.55,88 FS
USA,PHILIPPINE ISLANDS,BUAYAN,6.1,125.25,9/6/1944,125.25,499 BS
USA,BURMA,KYWEDA,18.96666667,96.55,5/7/1945,96.55,434 BS
USA,NEW GUINEA,OTAWIRI,-2.666666667,133,10/5/1944,133,82 FS
USA,CHINA,FORT BAYARD,20.91666667,110.3333333,11/13/1944,110.3333333,375 BS
USA,PHILIPPINE ISLANDS,SAN MATEO,8.083333333,120.5833333,4/3/1945,120.5833333,12 FS
USA,FORMOSA AND RYUKYU ISLANDS,TSAN SUN,23.16666667,120.2833333,4/11/1945,120.2833333,71 BS
USA,BURMA,KONGYI,23.16666667,94.35,3/18/1944,94.35,490 BS
USA,JAPAN,MAKURAZAKI,31.26666667,130.3,8/1/1945,130.3,498 BS
USA,PHILIPPINE ISLANDS,DIADI,16.66666667,121.35,5/2/1945,121.35,386 S
USA,CHINA,LIUCHOW,24.3,109.2666667,7/13/1945,109.2666667,26 I
USA,NEW GUINEA,NAPIDO,-0.683333333,135.4,7/21/1944,135.4,82 FS
USA,JAPAN,KUMAMOTO,32.8,130.7333333,8/9/1945,130.7333333,418 FS
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,4/23/1945,150.8333333,NO. 23 SQUADRON RNZAF
USA,CHINA,LONING,34.36666667,111.6333333,4/10/1945,111.6333333,528 FS
USA,CELEBES ISLANDS,DONGGALA,-1.202712,119.942484,5/31/1945,119.942484,868 BS
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,5/13/1944,144.8333333,421 FS
USA,SOLOMON ISLANDS,AMPERSAND,-9.233333333,152.9333333,10/10/1943,152.9333333,372 BS
USA,CHINA,KWEILIN,25.23333333,110.2,6/18/1945,110.2,76 FS
GREAT BRITAIN,BURMA,TIDDIM,23.375833,93.653889,5/5/1944,93.653889,215
USA,JAPAN,UBE,33.93333333,131.2666667,7/1/1945,131.2666667,313 BW
USA,EGYPT,EL DABA FRONT LINES,30.78,28.65,10/22/1942,28.65,12 BG
USA,NEW GUINEA,UTAROM,-3.6166666,133.666666,8/23/1944,133.666666,80 FS
USA,CELEBES ISLANDS,MAKASSAR,-5.133333,119.416884,10/28/1944,119.416884,528 BS
GREAT BRITAIN,GREECE,BERAT,40.72,19.95,2/13/1941,19.95,11 SQDN
USA,FORMOSA AND RYUKYU ISLANDS,TAIHOKU,25.03333333,121.5,6/3/1945,121.5,65 BS
USA,CELEBES ISLANDS,TOBELO,1.733333333,128.0166667,9/3/1944,128.0166667,823 BS
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,8/17/1943,148.4166667,64 BS
USA,BURMA,MARTABAN,16.5,97.66666667,2/1/1945,97.66666667,462 BG
USA,SOLOMON ISLANDS,BOHANO ISLAND,-5.533333333,154.7166667,12/23/1943,154.7166667,390 BS
USA,BURMA,MYITKYINA,25.38333333,97.4,6/7/1944,97.4,528 S
USA,BISMARK ARCHIPELAGO,KOKOPO,-4.5,152.25,12/18/1943,152.25,823 BS
USA,NEW GUINEA,BOSNEK,-1.166666667,136.25,5/14/1944,136.25,372 BS
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,11/14/1944,125.65,321 BS
USA,FORMOSA AND RYUKYU ISLANDS,SHOKA,24.08333333,120.5333333,4/13/1945,120.5333333,17 BS
