COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,9/4/1943,148.4166667,65 BS
USA,PHILIPPINE ISLANDS,ALICANTE,10.91666667,123,11/12/1944,123,72 BS
USA,JAPAN,TOKUSHIMA,34.06666667,134.5666667,7/23/1945,134.5666667,58 BW
USA,BISMARK ARCHIPELAGO,RATAVAL,-4.183333333,152.15,4/9/1944,152.15,13 C
USA,PHILIPPINE ISLANDS,AMBUCLAO,16.5,120.75,5/12/1945,120.75,432 FS
USA,BURMA,TAHONA,24.93333333,97.08333333,5/31/1944,97.08333333,12 BS
USA,KURILE ISLANDS,SURIBACHI,50.2,155.7333333,1/6/1945,155.7333333,404 BS
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,6/27/1943,155.7833333,424 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,1/4/1945,116.8333333,531 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,3/9/1944,151.8333333,28 BS
USA,CELEBES ISLANDS,MAKASSAR,-5.133333,119.416884,6/23/1943,119.416884,319 BS
USA,JAPAN,SAEKI,32.96666667,131.9166667,5/1/1945,131.9166667,888
USA,CHINA,MAINAN ISLAND,19,110,7/22/1945,110,11 BS
USA,PHILIPPINE ISLANDS,APARRI,18.33333333,121.6666667,6/7/1945,121.6666667,431 FS
USA,CELEBES ISLANDS,DEPA,1.666666667,128.0166667,11/20/1944,128.0166667,82 FS
USA,NEW GUINEA,GONA,-8.666666667,148.3333333,11/28/1942,148.3333333,65 BS
USA,CHINA,KWEIYI,28.86666667,113.1833333,6/1/1944,113.1833333,75 FS
USA,BISMARK ARCHIPELAGO,VUNAPOPE,-4.333333333,152.3333333,2/27/1944,152.3333333,12 FS
AUSTRALIA,NEW GUINEA,KOEPANG,-8.666666667,151.3333333,6/15/1942,151.3333333,DARWIN
USA,INDIA,LANGAR ISLAND,3.55,72.75,5/31/1944,72.75,48 BS
USA,PHILIPPINE ISLANDS,ECHAGUE,16.75,121.6666667,5/30/1945,121.6666667,389 S
USA,BURMA,KANBALU,23.2,95.51666667,8/15/1944,95.51666667,83 BS
USA,VOLCANO AND BONIN ISLANDS,OKIMURA,26.63333333,142.15,1/18/1945,142.15,392 BS
USA,JAPAN,TAMASHIMA,34.53333333,133.6666667,4/8/1945,133.6666667,888
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,1/22/1945,125.65,400 BS
USA,BURMA,NAMKWIN,25.08333333,96.58333333,2/22/1944,96.58333333,88 FS
USA,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,2/4/1945,121.810833,17 BS
USA,BURMA,KABWET,22.75,95.91666667,1/27/1945,95.91666667,434 BS
USA,BURMA,MANDALAY,21.98333333,96.08333333,2/27/1945,96.08333333,83 BS
USA,JAPAN,KAMAKURA,35.3,139.5333333,2/12/1945,139.5333333,888
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,7/2/1945,116.8333333,307 BG
USA,JAPAN,HAMAMATSU,34.7,137.7333333,3/11/1945,137.7333333,500 BG
GREAT BRITAIN,LIBYA,EL ADEM,31.91,23.91,4/16/1941,23.91,37/38/70/146 SQDN
USA,SOLOMON ISLANDS,TOROKINA,-6.25,155.0333333,2/26/1944,155.0333333,13 BC
USA,NEW GUINEA,NEW GUINEA,-5,140,3/5/1943,140,63 BS
USA,PHILIPPINE ISLANDS,GRANDE ISLAND,14.75,120.25,1/24/1945,120.25,408 BS
GREAT BRITAIN,ETHIOPIA,DESSIE,9.5833,41.8667,8/20/1940,41.8667,223 SQDN
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,5/8/1945,121.6666667,35 FS
NEW ZEALAND,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,4/16/1944,152.2,NO. 19 SQUADRON RNZAF
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,2/15/1945,141.3166667,392 BS
USA,BURMA,MOULMEIN,16.491389,97.625556,3/27/1945,97.625556,436 BS
USA,CELEBES ISLANDS,KAOE,1.183333333,127.9166667,10/28/1944,127.9166667,39 FS
GREAT BRITAIN,IRAQ,KIRKUK,35.5,44.3,5/10/1941,44.3,37 SQDN DET 1
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,6/20/1945,121.75,388 S
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,11/30/1944,141.3166667,819 BS
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,6/29/1945,142.2166667,462 FS
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,7/23/1944,143.3333333,310 FS
USA,PHILIPPINE ISLANDS,SAGNAY,13.58333333,123.5166667,4/27/1945,123.5166667,674 S
USA,BORNEO,BARITO RIVER,-3.333333333,114.5,6/15/1945,114.5,868 BS
GREAT BRITAIN,GREECE,ABBAZIA,45.32,14.28,2/15/1945,14.28,205 GP
USA,SOLOMON ISLANDS,MELLIM,-9.233333333,153.0333333,6/25/1944,153.0333333,100 BS
USA,CHINA,KIYANG,27.08333333,118.0333333,9/7/1944,118.0333333,74 FS
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,4/5/1945,121.6666667,341 FS
USA,BISMARK ARCHIPELAGO,ROOKE ISLAND,-5.633333333,147.95,12/12/1944,147.95,65 BS
USA,BURMA,PINHE,25,96.5,7/31/1944,96.5,528 FS
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,5/25/1945,123.783333,7 FS
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,4/8/1945,142.2166667,548 FS
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,5/4/1945,153.75,42 BS
USA,JAPAN,OKINO SHIMA,32.73333333,132.5666667,6/21/1945,132.5666667,73 BW
USA,CELEBES ISLANDS,DONGGALA,-1.202712,119.942484,6/6/1945,119.942484,868 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,12/14/1944,116.8333333,321 BS
USA,CELEBES ISLANDS,BOELA,-3.166666667,130.4666667,11/19/1944,130.4666667,675 S
USA,PHILIPPINE ISLANDS,CALAMBA,14.25,121.1666667,2/20/1945,121.1666667,386 S
GREAT BRITAIN,LIBYA,BARDIA,31.75,25.09,7/25/1940,25.09,55 SQDN
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,6/5/1943,147.1166667,89 S
USA,JAPAN,MATSUYAMA,33.83333333,132.7666667,8/12/1945,132.7666667,867 BS
USA,BURMA,MYOHAUNG,21.935916,96.078743,8/1/1944,96.078743,490 BS
USA,CAROLINE ISLANDS,DUBLON ISLAND,7.383333333,151.8833333,6/12/1944,151.8833333,424 BS
USA,BURMA,MANSANG,24.13333333,97.28333333,2/17/1945,97.28333333,58 FS
USA,CHINA,TATUNG,37.41666667,101.3333333,6/26/1944,101.3333333,25 FS
USA,CHINA,CANTON RIVER,22.6,113.5,6/22/1945,113.5,17 BS
USA,BISMARK ARCHIPELAGO,CONDOR PT,-4.55,152.7,11/2/1943,152.7,321 BS
USA,PALAU ISLANDS,NGESEBUS ISLAND,7.033333333,134.25,9/4/1944,134.25,372 BS
USA,JAPAN,MIYAZAKI,32.198069,131.297625,8/12/1945,131.297625,21 FS
NEW ZEALAND,BISMARK ARCHIPELAGO,RATAVAL,-4.183333333,152.15,4/7/1944,152.15,NO. 19 SQUADRON RNZAF
USA,PHILIPPINE ISLANDS,CONCEPTION,12,124.75,4/8/1945,124.75,5 BG
USA,FORMOSA AND RYUKYU ISLANDS,MATO,23.18333333,120.2333333,6/22/1945,120.2333333,7 FS
USA,CELEBES ISLANDS,CERAM ISLAND,-3.25,129.5,1/1/1945,129.5,42 BG
USA,PHILIPPINE ISLANDS,WAWA,14.75,121.1666667,1/28/1945,121.1666667,311 FS
USA,NEW GUINEA,KARKAR ISLAND,-4.666666667,146,2/9/1944,146,65 BS
USA,CELEBES ISLANDS,BOELA,-3.166666667,130.4666667,10/20/1944,130.4666667,68 FS
USA,CHINA,SUNG PAI,26.65,112.6,8/16/1944,112.6,76 FS
USA,PHILIPPINE ISLANDS,ULUGAN BAY,10.08333333,118.75,5/9/1944,118.75,421 FS
USA,ITALY,PIETRAVAIRANO,41.33,14.17,10/26/1943,14.17,86 FBG
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,1/9/1944,145.7833333,321 BS
USA,CHINA,CHUANGSIEN,25.7,111.1,9/15/1944,111.1,11 BS
USA,PHILIPPINE ISLANDS,CEBU,10.321389,123.754722,3/24/1945,123.754722,89 S
USA,SUMATRA,MEDANG,-0.383333333,104.4166667,12/19/1942,104.4166667,64 BS
USA,BORNEO,LUTONG,4.483333333,114,1/15/1945,114,868 BS
USA,JAPAN,SHIMIZU,34.98333333,138.4833333,7/25/1945,138.4833333,315 BW
USA,FORMOSA AND RYUKYU ISLANDS,TAICHU,24.13333333,120.6666667,4/2/1945,120.6666667,822 BS
USA,CELEBES ISLANDS,SOELA ISLAND,1.75,125.1666667,12/17/1944,125.1666667,42 BG
USA,NEW GUINEA,VOCO POINT,-6.733333333,147.0166667,7/21/1943,147.0166667,19 BS
USA,CELEBES ISLANDS,GALELA,1.833333333,127.8,11/6/1944,127.8,42 BG
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,8/10/1944,143.6666667,311 FS
USA,NEW GUINEA,SAGAN,-2.65,132.9166667,7/6/1944,132.9166667,319 BS
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,11/28/1943,143.6666667,65 BS
USA,NEW GUINEA,TADJI,-3.166666667,142.4166667,4/13/1944,142.4166667,388 S
USA,PHILIPPINE ISLANDS,AGGAO PASALONG,18.58333333,120.9166667,1/24/1945,120.9166667,17 BS
USA,PHILIPPINE ISLANDS,VISAYA,6.5,122.25,1/27/1945,122.25,340 FS
USA,BORNEO,BALAMBANGAN ISL,7.283333333,116.95,7/23/1945,116.95,68 FS
USA,BURMA,MAGYIGYAT,21.83333333,95.55,2/13/1945,95.55,434 BS
USA,BISMARK ARCHIPELAGO,SILIMATI POINT,-5.583333333,148.5,1/9/1945,148.5,501 BS
USA,NEW GUINEA,BIAK,-1,136,7/4/1944,136,82 FS
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,3/1/1944,144.9166667,499 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,2/25/1945,141.3166667,431 BS
USA,JAPAN,KYUSHU,33.53333333,130.4666667,7/31/1945,130.4666667,438 S
USA,BURMA,SAGAING,21.88333333,95.98333333,11/19/1944,95.98333333,434 BS
USA,CHINA,LUPAO,23.35,112.9166667,7/2/1944,112.9166667,491 BS
USA,NEW GUINEA,LOANIM,-3.383333333,143.1833333,6/22/1944,143.1833333,388 G
USA,BURMA,MYITKYINA,25.38333333,97.4,6/9/1944,97.4,89 FS
USA,PHILIPPINE ISLANDS,NEGROS ISLAND,10,123,7/31/1945,123,5 BG
USA,CHINA,LIUCHOW,24.3,109.2666667,6/11/1945,109.2666667,76 S
USA,PHILIPPINE ISLANDS,CERVANTES,17,120.75,6/2/1945,120.75,9 FS
NEW ZEALAND,NEW IRELAND,KAVIENG,-2.583333333,150.8333333,12/15/1944,150.8333333,NO. 19 SQUADRON RNZAF
GREAT BRITAIN,GREECE,LEGHORN BASIN,43.53,10.33,5/9/1944,10.33,205 GP
USA,JAPAN,NAGOYA,35.18333333,136.95,2/14/1945,136.95,497 BG
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,11/6/1944,127.1,42 BG
USA,CHINA,SAMAH,18.41666667,109.4666667,11/25/1944,109.4666667,375 BS
USA,PHILIPPINE ISLANDS,IGUIG,17.75,121.75,4/11/1945,121.75,389 S
USA,PHILIPPINE ISLANDS,NAN,13.9125,122.1726,7/23/1944,122.1726,17 BS
USA,CHINA,HENGYANG,26.93333333,112.5833333,1/17/1945,112.5833333,468 BG
USA,CHINA,PINGHAN,36.78333333,114.4666667,5/10/1945,114.4666667,490 D
USA,PHILIPPINE ISLANDS,ALICANTE,10.91666667,123,11/4/1944,123,370 BS
USA,PHILIPPINE ISLANDS,PALOMPON,11.08333333,124.4166667,11/16/1944,124.4166667,460 FS
USA,MARSHALL ISLANDS,TAROA ISLAND,8.7,171.2166667,3/28/1944,171.2166667,820 BS
USA,SOLOMON ISLANDS,BOUGAINVILLE,-6.2,155.25,4/6/1944,155.25,419 FS
USA,FORMOSA AND RYUKYU ISLANDS,AMAMI,28.3,129.4,7/21/1945,129.4,34 FS
USA,PHILIPPINE ISLANDS,BACOLOD,10.66666667,122.9166667,11/23/1944,122.9166667,307 BG
USA,CHINA,WOOSUNG,31.75,121.5,4/22/1945,121.5,63 BS
USA,NEW GUINEA,FAK FAK,-2.916666667,132.25,7/22/1944,132.25,418 BS
USA,NEW GUINEA,BIAK I,-1,136,5/8/1944,136,370 BS
USA,PHILIPPINE ISLANDS,NEGROS ISLAND,10,123,7/12/1945,123,5 BG
USA,CHINA,LAIANGFENG,25.13333333,110.1333333,4/18/1945,110.1333333,491 BS
USA,BISMARK ARCHIPELAGO,RATAVAL,-4.183333333,152.15,4/14/1944,152.15,13 C
USA,PHILIPPINE ISLANDS,CEBU,10.321389,123.754722,3/25/1945,123.754722,13 S
USA,PHILIPPINE ISLANDS,BAGUIO,16.41666667,120.5833333,2/3/1945,120.5833333,110 FS
USA,CAROLINE ISLANDS,DUBLON ISLAND,7.383333333,151.8833333,8/21/1944,151.8833333,98 BS
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,6/3/1945,142.2166667,531 FS
USA,MARSHALL ISLANDS,JALUIT ATOLL,6.05,169.5666667,12/12/1943,169.5666667,27 BS
USA,BORNEO,LABUAN,5.333333333,115.2,6/6/1945,115.2,307 BG
USA,NEW GUINEA,DUMBUN CREEK,-3.366666667,143.05,6/10/1944,143.05,110 FS
USA,BISMARK ARCHIPELAGO,LAE,-6.75,147,12/23/1943,147,65 BS
USA,PHILIPPINE ISLANDS,LUMBIA,8.433333333,124.6166667,11/21/1944,124.6166667,307 BG
USA,PHILIPPINE ISLANDS,MANILA,14.58333333,121,1/27/1945,121,89 S
USA,NEW GUINEA,LUAIN,-3.35,142.9333333,7/8/1944,142.9333333,110 FS
USA,BISMARK ARCHIPELAGO,LINDENHAFEN,-6.216666667,150.4666667,1/29/1944,150.4666667,65 BS
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,6/10/1944,134.0833333,498 BS
USA,PALAU ISLANDS,ARAKABESAN ISLA,7.35,134.45,4/27/1945,134.45,865 BS
GREAT BRITAIN,BURMA,AUNGBIN NEAR,20.660603,96.634881,5/3/1944,96.634881,215
USA,ITALY,COSENZA,39.27,16.25,6/9/1944,16.25,27 FBG
USA,JAPAN,HAMAMATSU,34.7,137.7333333,2/24/1945,137.7333333,9 BG
USA,CHINA,HENGYANG,26.93333333,112.5833333,8/14/1944,112.5833333,75 FS
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,7/13/1943,155.7833333,72 BS
USA,SOLOMON ISLANDS,SORAKEN,-5.6,154.75,5/13/1944,154.75,419 FS
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,3/26/1945,121.7333333,65 BS
USA,CELEBES ISLANDS,LIMBOENG,-5.3,119.4166667,5/10/1945,119.4166667,307 BG
USA,NEW GUINEA,SAWIJA,-3,140.75,8/7/1944,140.75,13 S
USA,PHILIPPINE ISLANDS,17 39 N 121 4,17.65,121.7,5/28/1945,121.7,403 BS
USA,JAPAN,AKASHI,34.65,134.95,1/18/1945,134.95,498 BG
USA,NEW GUINEA,GONA WRECK,-8.580698,148.29965,7/31/1942,148.29965,19 BG
USA,PHILIPPINE ISLANDS,IGUIG,17.75,121.75,5/27/1945,121.75,7 FS
USA,BISMARK ARCHIPELAGO,GASMATA,-6.333333333,150.3333333,11/24/1943,150.3333333,320 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,7/30/1944,151.8333333,392 BS
USA,SOLOMON ISLANDS,NUMA NUMA,-5.866666667,155.2333333,12/22/1943,155.2333333,390 BS
USA,CHINA,TAIYUAN,30.710932,118.400485,7/21/1945,118.400485,528 FS
USA,BURMA,MANDALAY,21.98333333,96.08333333,2/28/1945,96.08333333,81 BS
USA,JAPAN,KAWASHARI,32.4,130.5833333,8/7/1945,130.5833333,499 BS
USA,BURMA,NAMKWIN,25.08333333,96.58333333,5/15/1944,96.58333333,12 BC
GREAT BRITAIN,BURMA,MOULMEIN AIRFIELD,16.5,97.6167,3/9/1942,97.6167,NO. 225 GROUP
USA,PHILIPPINE ISLANDS,TAGOLOAN,8.55,124.7666667,5/10/1945,124.7666667,42 BG
USA,CHINA,YANGTZE RIVER,31.786667,121.141389,6/9/1944,121.141389,308 BG
USA,CELEBES ISLANDS,CELEBES ISLANDS,-2,120,12/24/1944,120,822 BS
USA,BURMA,MOGAUNG,25.3,96.93333333,11/14/1943,96.93333333,528 S
USA,CHINA,HONG KONG,22.2,114.2,5/29/1944,114.2,374 BS
USA,CELEBES ISLANDS,KANEA,5.333333333,119.3666667,1/24/1945,119.3666667,360 G
USA,PHILIPPINE ISLANDS,CABUGAO,9.303333,126.166944,3/6/1945,126.166944,71 BS
USA,CELEBES ISLANDS,MAKASSAR,-5.133333,119.416884,6/9/1945,119.416884,868 BS
USA,PHILIPPINE ISLANDS,SINILOAN,14.41666667,121.4166667,4/27/1945,121.4166667,35 FS
USA,BISMARK ARCHIPELAGO,LAE,-6.75,147,12/20/1943,147,64 BS
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,6/11/1945,121.1666667,460 FS
USA,LIBYA,BENGHAZI,32.11,20.05,7/11/1942,20.05,1ST PROV GRP
USA,CELEBES ISLANDS,LOLOBATA,1.25,128.1166667,7/27/1944,128.1166667,64 BS
USA,BURMA,MONGLONG,22.75,96.66666667,2/4/1945,96.66666667,58 FS
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,2/28/1944,144.8333333,400 BS
USA,NEW GUINEA,SAOWI,-0.9,134.0333333,8/21/1944,134.0333333,40 FS
USA,PHILIPPINE ISLANDS,SOLVEC,17.41666667,120.4166667,4/10/1945,120.4166667,311 FS
USA,FORMOSA AND RYUKYU ISLANDS,TSAN SUN,23.16666667,120.2833333,4/11/1945,120.2833333,405 BS
USA,CHINA,KIUNGSHAN,20.03333333,110.35,10/13/1944,110.35,26 FS
USA,NEW GUINEA,BUNA,-8.666666667,148.4166667,12/2/1942,148.4166667,405 BS
USA,JAPAN,YAWATA,33.86666667,130.8166667,6/15/1944,130.8166667,444 BG
USA,PHILIPPINE ISLANDS,PATTAO,18.25,121.8333333,4/27/1945,121.8333333,8 FS
USA,BISMARK ARCHIPELAGO,MOMOTE,-2.083333333,147.4166667,2/20/1944,147.4166667,501 BS
USA,CHINA,LUNGLING,24.5833,98.6833,11/20/1942,98.6833,CATF (11 BS)
USA,BORNEO,TABANIO,-3.75,114.6666667,5/13/1945,114.6666667,307 BG
USA,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,10/22/1944,121.810833,403 BS
USA,NEW GUINEA,TADJI,-3.166666667,142.4166667,2/27/1944,142.4166667,319 BS
USA,CHINA,NANCHANG,28.56666667,115.8,6/1/1944,115.8,449 FS
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,5/11/1945,120.9166667,310 FS
USA,BURMA,MOHNYIN,24.78333333,96.36666667,8/3/1944,96.36666667,529 FS
USA,FORMOSA AND RYUKYU ISLANDS,KOSHUN,22,120.7333333,5/1/1945,120.7333333,65 BS
USA,BURMA,LANYWA,20.96666667,94.81666667,3/17/1944,94.81666667,490 BS
USA,NEW GUINEA,KOKAS,-2.666666667,132.4166667,6/17/1944,132.4166667,8 S
USA,PHILIPPINE ISLANDS,PATTAO,18.25,121.8333333,5/3/1945,121.8333333,17 BS
USA,CELEBES ISLANDS,BOELA,-3.166666667,130.4666667,10/20/1944,130.4666667,31 BS
USA,JAPAN,HAMAMATSU,34.7,137.7333333,3/3/1945,137.7333333,500 BG
USA,BURMA,MADAYA,22.21666667,96.1,2/18/1945,96.1,88 FS
NEW ZEALAND,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,5/4/1945,155.7833333,NO. 3 SQUADRON RNZAF
USA,BORNEO,SANDAKAN,5.833333333,118.0833333,7/19/1945,118.0833333,68 FS
USA,SOLOMON ISLANDS,MAMAGATA,-6.783333333,155.4333333,4/19/1944,155.4333333,419 FS
USA,JAPAN,SAEKI,32.96666667,131.9,4/7/1945,131.9,888
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,5/19/1945,121.1666667,8 S
GREAT BRITAIN,BURMA,KYAUKPYA,19.08333333,93.86666667,4/13/1944,93.86666667,99
USA,NEW GUINEA,UTAROM,-3.6166666,133.666666,8/31/1944,133.666666,387 S
USA,PHILIPPINE ISLANDS,TIAONG,14,121.3333333,3/14/1945,121.3333333,311 FS
USA,NEW GUINEA,SIO,-5.916666667,147.3333333,11/18/1943,147.3333333,65 BS
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,1/23/1945,120.5833333,307 BG
USA,PHILIPPINE ISLANDS,VERDE ISLAND,13.58333333,121.0833333,4/9/1945,121.0833333,69 FS
USA,BURMA,MINYIN,20.85,94.43333333,3/9/1945,94.43333333,6 FS
USA,CHINA,AMDY,24.45,118.0666667,10/1/1944,118.0666667,308 BG
USA,PHILIPPINE ISLANDS,BANGUED,17.58333333,120.5833333,3/12/1945,120.5833333,822 BS
NEW ZEALAND,BISMARK ARCHIPELAGO,TALILI BAY,-4.183333333,152.1166667,5/31/1944,152.1166667,NO. 17 SQUADRON RNZAF
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,10/18/1943,148.4166667,822 BS
USA,BORNEO,SEPINGGAN,-1.267222,116.893889,6/30/1945,116.893889,307 BG
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,11/29/1944,124.8166667,405 BS
USA,FORMOSA AND RYUKYU ISLANDS,FORMOSA,24,121,1/21/1945,121,63 BS
USA,BORNEO,JESSELTON,5.983333333,116.0666667,5/27/1945,116.0666667,67 FS
USA,BURMA,BHAMO,24.25,97.23333333,8/30/1942,97.23333333,CATF (11 BS)
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,9/14/1944,133.4166667,8 S
USA,CHINA,PUCHOU,34.86666667,110.1166667,6/14/1945,110.1166667,91 FS
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,6/24/1945,150.8333333,NO. 25 SQUADRON RNZAF
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,6/23/1944,143.6666667,89 S
USA,PHILIPPINE ISLANDS,BATAAN,13.66666667,121.4166667,5/1/1945,121.4166667,80 FS
USA,BURMA,MONYWA,22.11666667,95.13333333,4/8/1944,95.13333333,459 FS
USA,CHINA,SINSIANG,35.31666667,113.8833333,8/1/1945,113.8833333,528 FS
USA,NEW GUINEA,LAE A/D,-6.74143,146.989626,11/27/1942,146.989626,38 BG
USA,PHILIPPINE ISLANDS,BACOLOD,10.66666667,122.9166667,12/17/1944,122.9166667,2 BS
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,12/7/1944,127.1,673 S
USA,PHILIPPINE ISLANDS,GRANDE ISLAND,14.75,120.25,1/26/1945,120.25,388 S
USA,BURMA,TANAUNGDAING,21.4,95.31666667,3/3/1945,95.31666667,6 FS
USA,CELEBES ISLANDS,KAOE,1.183333333,127.9166667,10/27/1944,127.9166667,39 FS
USA,CHINA,KIUKIANG,29.73333333,116.1333333,2/21/1945,116.1333333,16 D
USA,BURMA,MOGAUNG,25.3,96.93333333,6/21/1944,96.93333333,88 FS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,1/20/1945,141.3166667,38 BS
USA,NEW GUINEA,BOGADJIM,-5.416666667,145.75,12/6/1943,145.75,40 FS
USA,ITALY,TERRACINA,41.27,13.25,1/8/1944,13.25,86 FBG
USA,NEW GUINEA,BUT,-3.416666667,143.25,5/27/1944,143.25,673 S
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,12/13/1944,141.3166667,392 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,8/17/1944,151.8333333,26 BS
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,7/1/1945,116.8333333,307 BG
GREAT BRITAIN,LIBYA,TOCRA,26.34,17.23,4/5/1941,17.23,45/55 SQDN
USA,NEW GUINEA,HUMBOLDT BAY,-2.583333333,140.75,4/11/1943,140.75,321 BS
USA,BISMARK ARCHIPELAGO,LORENGAU,-2.016666667,147.2666667,2/10/1944,147.2666667,823 BS
USA,JAPAN,TSU,34.7,136.5,7/25/1945,136.5,313 BW
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,4/12/1945,121.6666667,340 FS
USA,PHILIPPINE ISLANDS,SAPA MINOYAN,14.88333333,121.0833333,5/1/1945,121.0833333,389 S
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,3/9/1945,120.2833333,400 BS
USA,PHILIPPINE ISLANDS,LAGUM,17.66666667,121.8333333,4/9/1945,121.8333333,822 BS
USA,JAPAN,NUMAZU,35.1,138.8666667,7/16/1945,138.8666667,58 BW
USA,CHINA,PUCHI,29.7,113.9,3/28/1944,113.9,75 FS
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,3/30/1945,123.75,35 FS
USA,BURMA,NAM YANG,22.43333333,97.43333333,3/10/1945,97.43333333,89 FS
USA,SOLOMON ISLANDS,TONOLEI HARBOR,-6.75,155.8833333,5/23/1944,155.8833333,13 C
USA,NEW GUINEA,KORIDO,-0.866666667,135.5833333,7/5/1944,135.5833333,82 FS
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,5/22/1944,134.0833333,868 BS
USA,CHINA,CANTON,23.18333333,113.2333333,9/30/1944,113.2333333,11 BS
USA,JAVA,SAOEBI,-7.966666667,115.4666667,8/2/1945,115.4666667,868 BS
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,12/30/1943,145.7833333,529 BS
USA,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,12/24/1943,154.7,70 BS
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,5/29/1945,121.7333333,2 BS
USA,CHINA,KWEIHSIEN,23.03333333,109.6666667,11/9/1944,109.6666667,16 FS
USA,NEW GUINEA,LOGUI,-7.066666667,147.05,7/27/1943,147.05,321 BS
USA,NEW GUINEA,LAE,-6.74143,146.989626,12/4/1942,146.989626,43 BG
USA,FRENCH INDO CHINA,PHULANG THUONG,21.26666667,106.2666667,11/30/1944,106.2666667,26 FS
USA,PHILIPPINE ISLANDS,ARITAO,16.25,121,6/4/1945,121,69 FS
USA,CAROLINE ISLANDS,UTAGAL,7.366666667,143.8333333,8/1/1944,143.8333333,23 BS
USA,PHILIPPINE ISLANDS,MATINA,7.083333333,125.5833333,12/26/1944,125.5833333,500 BS
USA,CELEBES ISLANDS,LAHA,-3.7,128.1333333,9/21/1944,128.1333333,529 BS
USA,NEW GUINEA,MOM,-3.583333333,143.75,4/27/1945,143.75,360 G
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,5/24/1944,152.2,75 BS
